query	acc	contig	gene	start	end	strand	pident	qcovs	qcovhsp	qstart	qend	bits	evalue	slen	qlen	tier	contig_len	contig_rank	tier_ambiguous
FULL_CFFIHE_03684	GCF_984667835.1	NZ_OZ480197.1	145	129148	135024	+	25.049	17	17	2064	2540	79.3	4.96e-12	1958	2867	4	152473	5	False
FULL_CFFIHE_03684	GCF_904865725.1	NZ_LR890526.1	70	53376	59252	+	25.049	17	17	2064	2540	79.3	4.96e-12	1958	2867	4	114206	4	False
FULL_CFFIHE_03684	GCF_044057485.1	NZ_CP172008.1	96	85810	91686	-	25.049	17	17	2064	2540	79.3	4.96e-12	1958	2867	4	239984	4	False
FULL_CFFIHE_03684	GCF_029633825.1	NZ_CP090644.1	134	125165	131041	-	25.049	17	17	2064	2540	79.3	4.96e-12	1958	2867	4	199797	5	False
FULL_CFFIHE_03684	GCF_029633805.1	NZ_CP090638.1	81	73751	79627	-	25.049	17	17	2064	2540	79.3	4.96e-12	1958	2867	4	198595	4	False
FULL_CFFIHE_03684	GCF_024661975.1	NZ_CP102485.1	189	176290	182166	+	25.049	17	17	2064	2540	79.3	4.96e-12	1958	2867	4	249693	4	False
FULL_CFFIHE_03684	GCF_009755625.1	NZ_CP046610.1	160	146240	152116	+	25.049	17	17	2064	2540	79.3	4.96e-12	1958	2867	4	152473	4	False
FULL_CFFIHE_03684	GCF_009191525.1	NZ_CP028810.1	125	118994	124870	-	25.049	17	17	2064	2540	79.3	4.96e-12	1958	2867	4	200961	4	False
FULL_CFFIHE_03684	GCF_026958255.1	NZ_CP092843.1	244	289495	295464	-	35.461	5	5	2410	2548	79.3	5.10e-12	1989	2867	4	3495354	1	False
FULL_CFFIHE_03684	GCF_038782865.1	NZ_CP152371.1	3722	4245561	4251530	+	29.596	7	7	2346	2548	79.0	5.74e-12	1989	2867	4	4682183	1	False
FULL_CFFIHE_03684	GCF_017378355.1	NZ_CP071759.1	68	89296	94599	-	31.169	10	10	2344	2642	79.0	6.08e-12	1767	2867	4	4049558	1	False
FULL_CFFIHE_03684	GCF_017378195.1	NZ_CP071749.1	1347	1528682	1533985	+	31.169	10	10	2344	2642	79.0	6.08e-12	1767	2867	4	4117487	1	False
FULL_CFFIHE_03684	GCF_017514945.1	NZ_CP071829.1	89	92929	94779	+	25.049	17	17	2064	2540	78.2	6.21e-12	616	2867	4	152479	5	False
FULL_CFFIHE_03684	GCF_058448765.1	NZ_CP186754.1	98	93681	99860	+	30.195	11	11	2226	2528	78.6	8.30e-12	2059	2867	4	123076	5	False
FULL_CFFIHE_03684	GCF_050632325.1	NZ_CP192561.1	2980	3363252	3369176	-	27.979	13	13	2270	2645	77.4	1.81e-11	1974	2867	4	3391474	2	False
FULL_CFFIHE_03684	GCF_000194745.1	NC_015383.1	332	385557	391736	-	29.545	11	11	2226	2528	77.0	2.39e-11	2059	2867	4	403586	3	False
FULL_CFFIHE_03684	GCF_024730645.1	NZ_CP078070.1	11	19696	20589	+	36.364	6	6	2409	2571	73.6	2.66e-11	297	2867	4	3561162	1	False
FULL_CFFIHE_03684	GCF_984669335.1	NZ_OZ480223.1	14	19222	23355	+	29.565	8	8	2354	2571	76.6	2.77e-11	1377	2867	4	3724193	1	False
FULL_CFFIHE_03684	GCF_055386035.1	NZ_AP028975.1	100	103596	109214	+	29.545	11	11	2226	2528	76.6	3.02e-11	1872	2867	4	402366	3	False
FULL_CFFIHE_03684	GCF_000770565.1	NZ_CP009157.1	289	329812	335169	+	26.812	23	23	1949	2609	76.3	3.36e-11	1785	2867	4	4228716	1	False
FULL_CFFIHE_03684	GCF_023374435.1	NZ_CP090693.1	374	411939	417965	+	23.840	16	16	2064	2514	75.9	5.15e-11	2008	2867	4	816086	3	False
FULL_CFFIHE_03684	GCF_024662415.1	NZ_CP100137.1	1440	1747525	1752201	-	23.929	20	20	1930	2515	75.5	5.67e-11	1558	2867	4	2808990	2	False
FULL_CFFIHE_03684	GCF_037101275.1	NZ_AP029053.1	2030	2247887	2253844	+	38.095	6	6	2409	2571	75.5	6.03e-11	1985	2867	4	3445782	1	False
FULL_CFFIHE_03684	GCF_043193125.1	NZ_CP142981.1	253	301631	307600	-	29.596	7	7	2346	2548	75.5	7.08e-11	1989	2867	4	3564602	1	False
FULL_CFFIHE_03684	GCF_052854015.1	NZ_CP193435.1	1993	2328623	2333380	+	25.043	19	19	1959	2516	75.1	8.45e-11	1585	2867	4	4142467	1	False
FULL_CFFIHE_03684	GCF_001718535.1	NZ_CP013398.1	13	14726	20683	+	37.500	6	6	2409	2571	74.7	1.12e-10	1985	2867	4	3505262	1	False
FULL_CFFIHE_03684	GCF_009730195.1	NZ_CP046345.1	294	333087	337454	+	23.701	16	16	2064	2514	74.3	1.51e-10	1455	2867	4	792513	3	False
FULL_CFFIHE_03684	GCF_000756005.1	NZ_CP008728.1	331	357522	361889	+	23.701	16	16	2064	2514	73.9	1.61e-10	1455	2867	4	1136655	3	False
FULL_CFFIHE_03684	GCF_022809715.1	NZ_CP094460.1	1968	2231190	2235401	+	25.065	25	25	1919	2634	73.9	1.77e-10	1403	2867	4	3004083	2	False
FULL_CFFIHE_03684	GCF_026683835.2	NZ_CP113272.2	243	268726	274695	+	34.752	5	5	2410	2548	73.9	1.97e-10	1989	2867	4	3490225	1	False
FULL_CFFIHE_03684	GCF_020843905.1	NZ_CP086291.1	218	251579	257548	-	34.752	5	5	2410	2548	73.9	2.06e-10	1989	2867	4	3458711	1	False
FULL_CFFIHE_03684	GCF_054166185.1	NZ_JBSWBZ010000002.1	2029	2235542	2241511	+	34.752	5	5	2410	2548	73.6	2.22e-10	1989	2867	4	3551557	1	False
FULL_CFFIHE_03684	GCF_016458785.1	NZ_CP066762.1	228	268457	274426	-	34.752	5	5	2410	2548	73.6	2.26e-10	1989	2867	4	3480598	1	False
FULL_CFFIHE_03684	GCF_001718995.1	NZ_CP013468.1	67	62859	67433	+	23.701	16	16	2064	2514	73.6	2.28e-10	1524	2867	4	899828	3	False
FULL_CFFIHE_03684	GCF_003812585.1	NZ_CP033746.1	223	236430	241004	-	23.701	16	16	2064	2514	73.6	2.48e-10	1524	2867	4	1030740	3	False
FULL_CFFIHE_03684	GCF_023374855.1	NZ_CP090763.1	58	62749	68706	-	37.500	6	6	2409	2571	73.6	2.56e-10	1985	2867	4	3511584	1	False
FULL_CFFIHE_03684	GCF_023374835.1	NZ_CP090760.1	400	434254	440211	-	37.500	6	6	2409	2571	73.6	2.56e-10	1985	2867	4	3511529	1	False
FULL_CFFIHE_03684	GCF_023374335.1	NZ_CP090676.1	3156	3455840	3461797	+	37.500	6	6	2409	2571	73.6	2.56e-10	1985	2867	4	3511327	1	False
FULL_CFFIHE_03684	GCF_045345775.1	NZ_CP174276.1	10	17423	23380	+	36.905	6	6	2409	2571	73.2	2.98e-10	1985	2867	4	3559746	1	False
FULL_CFFIHE_03684	GCF_024664255.1	NZ_CP100297.1	949	1097013	1101689	+	23.803	20	20	1930	2515	73.2	3.37e-10	1558	2867	4	2840330	2	False
FULL_CFFIHE_03684	GCF_024664235.1	NZ_CP100292.1	890	1048872	1053548	+	23.803	20	20	1930	2515	73.2	3.37e-10	1558	2867	4	2728074	2	False
FULL_CFFIHE_03684	GCF_024760585.1	NZ_CP033659.1	53	48784	53460	-	24.380	20	20	1930	2514	72.8	3.96e-10	1558	2867	4	120855	5	False
FULL_CFFIHE_03684	GCF_024664215.1	NZ_CP100287.1	53	48783	53459	-	24.380	20	20	1930	2514	72.8	3.96e-10	1558	2867	4	177259	3	False
FULL_CFFIHE_03684	GCF_984668395.1	NZ_OZ480206.1	208	231843	238019	+	35.976	5	5	2406	2560	72.4	5.26e-10	2058	2867	4	3479142	2	False
FULL_CFFIHE_03684	GCF_984667725.1	NZ_OZ480175.1	209	231843	238019	+	35.976	5	5	2406	2560	72.4	5.26e-10	2058	2867	4	3479138	2	False
FULL_CFFIHE_03684	GCF_011493005.1	NZ_CP049158.1	130	145392	151262	+	31.197	8	8	2290	2514	72.4	5.44e-10	1956	2867	4	1826371	3	False
FULL_CFFIHE_03684	GCF_011039955.1	NZ_CP049318.1	129	145339	151218	+	31.197	8	8	2290	2514	72.4	5.53e-10	1959	2867	4	1831039	3	False
FULL_CFFIHE_03684	GCF_013307145.1	NZ_CP021158.1	489	566768	571444	+	23.837	20	20	1930	2515	72.4	6.03e-10	1558	2867	4	2783312	2	False
FULL_CFFIHE_03684	GCF_009931375.1	NZ_CP035901.1	1889	2302565	2307241	+	23.837	20	20	1930	2515	72.4	6.03e-10	1558	2867	4	2763738	2	False
FULL_CFFIHE_03684	GCF_001484665.1	NZ_CP011917.1	2790	3057984	3063941	-	37.500	6	6	2409	2571	72.4	6.03e-10	1985	2867	4	3822749	1	False
FULL_CFFIHE_03684	GCF_024664255.1	NZ_CP100298.1	52	51140	55825	+	23.692	20	20	1930	2514	72.0	6.51e-10	1561	2867	4	269922	3	False
FULL_CFFIHE_03684	GCF_018228625.1	NZ_CP073702.1	3	6458	12415	-	37.500	6	6	2409	2571	72.0	6.67e-10	1985	2867	4	3809848	1	False
FULL_CFFIHE_03684	GCF_018223765.1	NZ_CP073673.1	1792	1969272	1975229	+	37.500	6	6	2409	2571	72.0	6.67e-10	1985	2867	4	3737356	1	False
FULL_CFFIHE_03684	GCF_047902435.1	NZ_CP138379.1	1928	2162757	2168663	+	29.588	9	9	2332	2585	72.0	6.72e-10	1968	2867	4	3375692	2	False
FULL_CFFIHE_03684	GCF_024600575.1	NZ_CP102330.1	2203	2504522	2510428	-	29.588	9	9	2332	2585	72.0	6.72e-10	1968	2867	4	3408063	2	False
FULL_CFFIHE_03684	GCF_024663255.1	NZ_CP100188.1	54	52726	57411	+	23.581	20	20	1930	2514	71.2	1.06e-09	1561	2867	4	189346	3	False
FULL_CFFIHE_03684	GCF_024662395.1	NZ_CP100133.1	55	52734	57419	+	23.581	20	20	1930	2514	71.2	1.06e-09	1561	2867	4	189346	3	False
FULL_CFFIHE_03684	GCF_013307165.1	NZ_CP023206.1	13	9501	14177	-	23.343	21	21	1930	2520	70.9	1.48e-09	1558	2867	4	135963	4	False
FULL_CFFIHE_03684	GCF_024663135.1	NZ_CP100177.1	49	54573	59216	-	23.726	20	20	1930	2514	70.9	1.60e-09	1547	2867	4	124884	5	False
FULL_CFFIHE_03684	GCF_013307165.1	NZ_CP023207.1	60	59237	63922	-	23.977	20	20	1930	2514	70.9	1.64e-09	1561	2867	4	111135	5	False
FULL_CFFIHE_03684	GCF_050813845.1	NZ_CP172421.1	8	11436	17369	+	29.907	6	6	2354	2539	70.5	2.02e-09	1977	2867	4	4012682	1	False
FULL_CFFIHE_03684	GCF_024662435.1	NZ_CP100143.1	112	132247	136932	-	23.435	20	20	1930	2514	69.7	3.16e-09	1561	2867	4	185317	3	False
FULL_CFFIHE_03684	GCF_028657905.1	NZ_CP117779.1	82	106128	108260	-	25.571	15	15	2110	2526	69.3	3.44e-09	710	2867	4	238570	4	False
FULL_CFFIHE_03684	GCF_024664055.1	NZ_CP100242.1	52	52844	57529	+	23.290	20	20	1930	2514	69.3	5.11e-09	1561	2867	4	116826	5	False
FULL_CFFIHE_03684	GCF_965201125.1	NZ_OZ241753.1	1161	1299725	1305067	+	31.752	9	9	2344	2610	69.3	5.43e-09	1780	2867	4	4199711	1	False
FULL_CFFIHE_03684	GCF_984667665.1	NZ_OZ480171.1	518	648192	652952	+	24.961	21	21	1920	2514	68.9	6.44e-09	1586	2867	4	1190410	3	False
FULL_CFFIHE_03684	GCF_024664235.1	NZ_CP100295.1	54	54778	59055	+	23.581	20	20	1930	2514	68.9	6.49e-09	1425	2867	4	141006	5	False
FULL_CFFIHE_03684	GCF_021899435.1	NZ_CP091647.1	393	418537	424470	-	27.679	7	7	2346	2541	68.9	7.07e-09	1977	2867	4	3713971	2	False
FULL_CFFIHE_03684	GCF_009578005.1	NZ_CP045089.1	125	137339	142024	-	23.290	20	20	1930	2514	68.6	8.12e-09	1561	2867	4	201571	3	False
FULL_CFFIHE_03684	GCF_016598875.1	NZ_CP066789.1	158	184797	189482	+	23.290	20	20	1930	2514	68.6	8.54e-09	1561	2867	4	196019	3	False
FULL_CFFIHE_03684	GCF_016026055.1	NZ_CP065603.1	93	117307	121992	-	23.290	20	20	1930	2514	68.6	8.54e-09	1561	2867	4	196019	3	False
FULL_CFFIHE_03684	GCF_000960995.1	NZ_CP009433.1	106	120662	125347	+	23.290	20	20	1930	2514	68.6	8.54e-09	1561	2867	4	196020	3	False
FULL_CFFIHE_03684	GCF_013122645.1	NZ_CP052134.1	62	62986	66753	-	23.435	20	20	1930	2514	68.2	9.08e-09	1255	2867	4	281656	3	False
FULL_CFFIHE_03684	GCF_984671695.1	NZ_OZ480247.1	6	8584	11043	+	27.803	7	7	2354	2558	67.8	1.00e-08	819	2867	4	3729666	1	False
FULL_CFFIHE_03684	GCF_024072715.1	NZ_CP099627.1	2047	2339662	2343303	-	38.889	4	4	2414	2518	67.8	1.13e-08	1213	2867	4	4941518	1	False
FULL_CFFIHE_03684	GCF_024072595.1	NZ_CP099623.1	2048	2339661	2343302	-	38.889	4	4	2414	2518	67.8	1.13e-08	1213	2867	4	4941516	1	False
FULL_CFFIHE_03684	GCF_024760585.1	NZ_CP033656.1	1553	1761450	1766123	+	23.983	20	20	1930	2515	68.2	1.17e-08	1557	2867	4	4105390	1	False
FULL_CFFIHE_03684	GCF_024664215.1	NZ_CP100286.1	906	1083557	1088230	+	23.983	20	20	1930	2515	68.2	1.17e-08	1557	2867	4	2735580	2	False
FULL_CFFIHE_03684	GCF_013122645.1	NZ_CP052133.1	217	304182	308855	-	23.983	20	20	1930	2515	68.2	1.17e-08	1557	2867	4	2745532	2	False
FULL_CFFIHE_03684	GCF_012974245.1	NZ_CP052864.1	1906	2277355	2282031	+	23.401	20	20	1930	2515	67.4	1.74e-08	1558	2867	4	2869204	2	False
FULL_CFFIHE_03684	GCF_009578005.1	NZ_CP045088.1	1696	2135101	2139783	-	23.837	20	20	1930	2514	67.4	1.87e-08	1560	2867	4	2750046	2	False
FULL_CFFIHE_03684	GCF_057005415.2	NZ_CM174447.1	440	497202	503477	+	26.794	14	14	2110	2514	67.4	2.14e-08	2091	2867	4	3685627	2	False
FULL_CFFIHE_03684	GCF_001718975.1	NZ_CP013464.1	1896	2155065	2161337	-	26.625	16	16	2052	2514	67.0	2.23e-08	2090	2867	4	3094056	2	False
FULL_CFFIHE_03684	GCF_021344035.2	NZ_CP158564.1	2854	3255715	3261990	-	26.794	14	14	2110	2514	67.0	2.27e-08	2091	2867	4	3826233	1	False
FULL_CFFIHE_03684	GCF_024664055.1	NZ_CP100239.1	1311	1707400	1712082	-	23.837	20	20	1930	2514	67.0	2.28e-08	1560	2867	4	2836302	2	False
FULL_CFFIHE_03684	GCF_009586235.1	NZ_CP045236.1	2863	3242954	3249226	+	26.730	14	14	2110	2514	67.0	2.37e-08	2090	2867	4	3430130	2	False
FULL_CFFIHE_03684	GCF_024760645.1	NZ_CP033672.1	1637	1972731	1977413	-	23.837	20	20	1930	2514	67.0	2.46e-08	1560	2867	4	6450182	1	False
FULL_CFFIHE_03684	GCF_024760605.1	NZ_CP033665.1	1306	1711045	1715727	-	23.837	20	20	1930	2514	67.0	2.46e-08	1560	2867	4	2880619	2	False
FULL_CFFIHE_03684	GCF_024664275.1	NZ_CP100300.1	1636	1972730	1977412	-	23.837	20	20	1930	2514	67.0	2.46e-08	1560	2867	4	6490471	1	False
FULL_CFFIHE_03684	GCF_024664195.1	NZ_CP100281.1	1308	1716216	1720898	-	23.837	20	20	1930	2514	67.0	2.46e-08	1560	2867	4	2908152	2	False
FULL_CFFIHE_03684	GCF_024664135.1	NZ_CP100257.1	1310	1711946	1716628	-	23.837	20	20	1930	2514	67.0	2.46e-08	1560	2867	4	2880619	2	False
FULL_CFFIHE_03684	GCF_024664095.1	NZ_CP100251.1	1347	1730292	1734974	-	23.837	20	20	1930	2514	67.0	2.46e-08	1560	2867	4	2834421	2	False
FULL_CFFIHE_03684	GCF_024664075.1	NZ_CP100245.1	1277	1665357	1670039	-	23.837	20	20	1930	2514	67.0	2.46e-08	1560	2867	4	2796013	2	False
FULL_CFFIHE_03684	GCF_024664015.1	NZ_CP100234.1	1330	1720744	1725426	-	23.837	20	20	1930	2514	67.0	2.46e-08	1560	2867	4	2852417	2	False
FULL_CFFIHE_03684	GCF_024663255.1	NZ_CP100187.1	1290	1692518	1697200	-	23.837	20	20	1930	2514	67.0	2.46e-08	1560	2867	4	2820186	2	False
FULL_CFFIHE_03684	GCF_024662435.1	NZ_CP100141.1	1301	1700997	1705679	-	23.837	20	20	1930	2514	67.0	2.46e-08	1560	2867	4	2812129	2	False
FULL_CFFIHE_03684	GCF_024662395.1	NZ_CP100132.1	1292	1692522	1697204	-	23.837	20	20	1930	2514	67.0	2.46e-08	1560	2867	4	2820186	2	False
FULL_CFFIHE_03684	GCF_024022955.1	NZ_CP099583.1	1317	1703478	1708160	-	23.837	20	20	1930	2514	67.0	2.46e-08	1560	2867	4	2864763	2	False
FULL_CFFIHE_03684	GCF_017858835.1	NZ_CP021075.1	1588	2034519	2039201	-	23.837	20	20	1930	2514	67.0	2.46e-08	1560	2867	4	2836688	2	False
FULL_CFFIHE_03684	GCF_016598875.1	NZ_CP066792.1	2147	2644674	2649356	+	23.837	20	20	1930	2514	67.0	2.46e-08	1560	2867	4	2820468	2	False
FULL_CFFIHE_03684	GCF_016026055.1	NZ_CP065600.1	1906	2291557	2296239	+	23.837	20	20	1930	2514	67.0	2.46e-08	1560	2867	4	2820518	2	False
FULL_CFFIHE_03684	GCF_013307165.1	NZ_CP023204.1	1243	1450781	1455463	+	23.837	20	20	1930	2514	67.0	2.46e-08	1560	2867	4	2850144	2	False
FULL_CFFIHE_03684	GCF_000960995.1	NZ_CP009434.1	1280	1503994	1508676	+	23.837	20	20	1930	2514	67.0	2.46e-08	1560	2867	4	2820414	2	False
FULL_CFFIHE_03684	GCF_043193125.1	NZ_CP142982.1	396	461071	467082	+	31.356	8	8	2288	2514	66.6	3.13e-08	2003	2867	4	2949100	2	False
FULL_CFFIHE_03684	GCF_024664215.1	NZ_CP100289.1	63	66995	71680	-	23.144	20	20	1930	2514	66.6	3.42e-08	1561	2867	4	112798	5	False
FULL_CFFIHE_03684	GCF_980300965.1	NZ_OZ412845.1	2500	2855429	2857639	+	28.470	9	9	2248	2514	66.2	3.47e-08	736	2867	4	4155369	1	False
FULL_CFFIHE_03684	GCF_001999825.1	NZ_CP019670.1	3044	3419116	3425340	+	24.681	16	16	2080	2526	66.6	3.63e-08	2074	2867	4	6339862	1	False
FULL_CFFIHE_03684	GCF_050813845.1	NZ_CP172422.1	408	456522	462428	+	30.556	6	6	2409	2585	66.2	3.70e-08	1968	2867	4	3569160	2	False
FULL_CFFIHE_03684	GCF_050813845.1	NZ_CP172422.1	971	1076039	1082311	+	24.792	16	16	2056	2514	66.2	3.86e-08	2090	2867	4	3569160	2	False
FULL_CFFIHE_03684	GCF_000835205.1	NZ_CP002580.1	1491	1732179	1736837	+	23.290	21	21	1925	2514	66.2	3.98e-08	1552	2867	4	4163767	1	False
FULL_CFFIHE_03684	GCF_024662415.1	NZ_CP100138.1	49	49458	54143	+	23.144	20	20	1930	2514	66.2	3.98e-08	1561	2867	4	204816	3	False
FULL_CFFIHE_03684	GCF_038452255.1	NZ_CP150851.1	204	262102	269541	+	24.602	21	21	1928	2522	66.2	4.19e-08	2479	2867	4	848493	3	False
FULL_CFFIHE_03684	GCF_057005415.2	NZ_CM174447.1	3115	3554127	3560117	+	33.898	4	4	2410	2520	66.2	4.73e-08	1996	2867	4	3685627	2	False
FULL_CFFIHE_03684	GCF_021344035.2	NZ_CP158564.1	126	131293	137283	-	33.898	4	4	2410	2520	66.2	4.73e-08	1996	2867	4	3826233	1	False
FULL_CFFIHE_03684	GCF_009586235.1	NZ_CP045236.1	2324	2635498	2641488	+	33.898	4	4	2410	2520	66.2	4.73e-08	1996	2867	4	3430130	2	False
FULL_CFFIHE_03684	GCF_024664075.1	NZ_CP100246.1	95	94028	98713	+	23.144	20	20	1930	2514	65.9	4.91e-08	1561	2867	4	169201	3	False
FULL_CFFIHE_03684	GCF_026652015.1	NZ_CP033654.1	1296	1703902	1708584	-	23.589	20	20	1930	2514	65.5	6.16e-08	1560	2867	4	2836304	2	False
FULL_CFFIHE_03684	GCF_026651995.1	NZ_CP033643.1	1304	1711968	1716650	-	23.589	20	20	1930	2514	65.5	6.16e-08	1560	2867	4	2848390	2	False
FULL_CFFIHE_03684	GCF_026651975.1	NZ_CP033642.1	1303	1711976	1716658	-	23.589	20	20	1930	2514	65.5	6.16e-08	1560	2867	4	2844361	2	False
FULL_CFFIHE_03684	GCF_024664175.1	NZ_CP100275.1	1290	1695636	1700318	-	23.589	20	20	1930	2514	65.5	6.16e-08	1560	2867	4	2828244	2	False
FULL_CFFIHE_03684	GCF_024664155.1	NZ_CP100269.1	1291	1695640	1700322	-	23.589	20	20	1930	2514	65.5	6.16e-08	1560	2867	4	2828244	2	False
FULL_CFFIHE_03684	GCF_024664035.1	NZ_CP100228.1	1291	1695630	1700312	-	23.589	20	20	1930	2514	65.5	6.16e-08	1560	2867	4	2828245	2	False
FULL_CFFIHE_03684	GCF_024663995.1	NZ_CP100222.1	1292	1695639	1700321	-	23.589	20	20	1930	2514	65.5	6.16e-08	1560	2867	4	2828243	2	False
FULL_CFFIHE_03684	GCF_024663975.1	NZ_CP100216.1	1290	1695627	1700309	-	23.589	20	20	1930	2514	65.5	6.16e-08	1560	2867	4	2828245	2	False
FULL_CFFIHE_03684	GCF_024663895.1	NZ_CP100210.1	1291	1695637	1700319	-	23.589	20	20	1930	2514	65.5	6.16e-08	1560	2867	4	2828244	2	False
FULL_CFFIHE_03684	GCF_024663775.1	NZ_CP100204.1	1342	1741443	1746125	-	23.589	20	20	1930	2514	65.5	6.16e-08	1560	2867	4	2872561	2	False
FULL_CFFIHE_03684	GCF_024663615.1	NZ_CP100198.1	1291	1695626	1700308	-	23.589	20	20	1930	2514	65.5	6.16e-08	1560	2867	4	2828243	2	False
FULL_CFFIHE_03684	GCF_024663375.1	NZ_CP100192.1	1291	1695641	1700323	-	23.589	20	20	1930	2514	65.5	6.16e-08	1560	2867	4	2828244	2	False
FULL_CFFIHE_03684	GCF_024663135.1	NZ_CP100175.1	1310	1706979	1711661	-	23.589	20	20	1930	2514	65.5	6.16e-08	1560	2867	4	2852417	2	False
FULL_CFFIHE_03684	GCF_024663015.1	NZ_CP100182.1	1311	1706154	1710836	-	23.589	20	20	1930	2514	65.5	6.16e-08	1560	2867	4	2846341	2	False
FULL_CFFIHE_03684	GCF_024662895.1	NZ_CP100169.1	1291	1695641	1700323	-	23.589	20	20	1930	2514	65.5	6.16e-08	1560	2867	4	2828244	2	False
FULL_CFFIHE_03684	GCF_024662735.1	NZ_CP100163.1	1292	1695643	1700325	-	23.589	20	20	1930	2514	65.5	6.16e-08	1560	2867	4	2828244	2	False
FULL_CFFIHE_03684	GCF_024662615.1	NZ_CP100157.1	1304	1695625	1700307	-	23.589	20	20	1930	2514	65.5	6.16e-08	1560	2867	4	2828244	2	False
FULL_CFFIHE_03684	GCF_024662475.1	NZ_CP100151.1	1289	1695623	1700305	-	23.589	20	20	1930	2514	65.5	6.16e-08	1560	2867	4	2828244	2	False
FULL_CFFIHE_03684	GCF_024662455.1	NZ_CP100145.1	1288	1695626	1700308	-	23.589	20	20	1930	2514	65.5	6.16e-08	1560	2867	4	2828244	2	False
FULL_CFFIHE_03684	GCF_000022645.2	NC_012721.2	1293	1694672	1699354	-	23.589	20	20	1930	2514	65.5	6.16e-08	1560	2867	4	2827333	2	False
