accession	locus	tier1_carrier
GCF_000012945.1	MF6_004285	False
GCF_000012945.1	MF6_004947	True
GCF_000012945.1	MF6_006318	True
GCF_000013645.1	MF6_001079	False
GCF_000013645.1	MF6_002734	False
GCF_000013645.1	MF6_003184	False
GCF_000013645.1	MF6_003684	False
GCF_000013645.1	MF6_003684_Cterm	False
GCF_000013645.1	MF6_003686	False
GCF_000013645.1	MF6_003843	False
GCF_000013645.1	MF6_004284	False
GCF_000013645.1	MF6_004284_Cterm	False
GCF_000013645.1	MF6_004285	False
GCF_000013645.1	MF6_004947	False
GCF_000013645.1	MF6_006318	False
GCF_000015465.1	MF6_001079	False
GCF_000015465.1	MF6_002734	True
GCF_000015465.1	MF6_003184	False
GCF_000015465.1	MF6_003684	False
GCF_000015465.1	MF6_003684_Cterm	False
GCF_000015465.1	MF6_003686	False
GCF_000015465.1	MF6_003843	False
GCF_000015465.1	MF6_004284	False
GCF_000015465.1	MF6_004284_Cterm	False
GCF_000015465.1	MF6_004285	False
GCF_000015465.1	MF6_004947	True
GCF_000015465.1	MF6_006318	True
GCF_000015605.1	MF6_001079	False
GCF_000015605.1	MF6_002734	True
GCF_000015605.1	MF6_003184	False
GCF_000015605.1	MF6_003684	False
GCF_000015605.1	MF6_003684_Cterm	False
GCF_000015605.1	MF6_003686	False
GCF_000015605.1	MF6_003843	True
GCF_000015605.1	MF6_004284	False
GCF_000015605.1	MF6_004284_Cterm	False
GCF_000015605.1	MF6_004285	False
GCF_000015605.1	MF6_004947	True
GCF_000015605.1	MF6_006318	True
GCF_000015625.1	MF6_001079	False
GCF_000015625.1	MF6_002734	True
GCF_000015625.1	MF6_003184	False
GCF_000015625.1	MF6_003684	False
GCF_000015625.1	MF6_003684_Cterm	False
GCF_000015625.1	MF6_003686	False
GCF_000015625.1	MF6_003843	True
GCF_000015625.1	MF6_004284	False
GCF_000015625.1	MF6_004284_Cterm	False
GCF_000015625.1	MF6_004285	False
GCF_000015625.1	MF6_004947	True
GCF_000015625.1	MF6_006318	True
GCF_000015905.1	MF6_001079	False
GCF_000015905.1	MF6_002734	True
GCF_000015905.1	MF6_003184	False
GCF_000015905.1	MF6_003684	False
GCF_000015905.1	MF6_003684_Cterm	False
GCF_000015905.1	MF6_003686	False
GCF_000015905.1	MF6_003843	True
GCF_000015905.1	MF6_004284	False
GCF_000015905.1	MF6_004284_Cterm	False
GCF_000015905.1	MF6_004285	False
GCF_000015905.1	MF6_004947	True
GCF_000015905.1	MF6_006318	True
GCF_000015925.1	MF6_001079	False
GCF_000015925.1	MF6_002734	True
GCF_000015925.1	MF6_003184	False
GCF_000015925.1	MF6_003684	False
GCF_000015925.1	MF6_003684_Cterm	False
GCF_000015925.1	MF6_003686	False
GCF_000015925.1	MF6_003843	True
GCF_000015925.1	MF6_004284	False
GCF_000015925.1	MF6_004284_Cterm	False
GCF_000015925.1	MF6_004285	False
GCF_000015925.1	MF6_004947	True
GCF_000015925.1	MF6_006318	True
GCF_000016205.1	MF6_001079	False
GCF_000016205.1	MF6_002734	True
GCF_000016205.1	MF6_003184	True
GCF_000016205.1	MF6_003684	False
GCF_000016205.1	MF6_003684_Cterm	False
GCF_000016205.1	MF6_003686	False
GCF_000016205.1	MF6_003843	False
GCF_000016205.1	MF6_004284	False
GCF_000016205.1	MF6_004284_Cterm	False
GCF_000016205.1	MF6_004285	False
GCF_000016205.1	MF6_004947	False
GCF_000016205.1	MF6_006318	True
GCF_000018505.1	MF6_001079	False
GCF_000018505.1	MF6_002734	True
GCF_000018505.1	MF6_003184	False
GCF_000018505.1	MF6_003684	False
GCF_000018505.1	MF6_003684_Cterm	False
GCF_000018505.1	MF6_003686	False
GCF_000018505.1	MF6_003843	False
GCF_000018505.1	MF6_004284	False
GCF_000018505.1	MF6_004284_Cterm	False
GCF_000018505.1	MF6_004285	False
GCF_000018505.1	MF6_004947	False
GCF_000018505.1	MF6_006318	True
GCF_000019505.1	MF6_001079	False
GCF_000019505.1	MF6_002734	True
GCF_000019505.1	MF6_003184	False
GCF_000019505.1	MF6_003684	False
GCF_000019505.1	MF6_003684_Cterm	False
GCF_000019505.1	MF6_003686	False
GCF_000019505.1	MF6_003843	True
GCF_000019505.1	MF6_004284	False
GCF_000019505.1	MF6_004284_Cterm	False
GCF_000019505.1	MF6_004285	False
GCF_000019505.1	MF6_004947	True
GCF_000019505.1	MF6_006318	True
GCF_000019925.1	MF6_001079	False
GCF_000019925.1	MF6_002734	True
GCF_000019925.1	MF6_003184	False
GCF_000019925.1	MF6_003684	False
GCF_000019925.1	MF6_003684_Cterm	False
GCF_000019925.1	MF6_003686	False
GCF_000019925.1	MF6_003843	True
GCF_000019925.1	MF6_004284	False
GCF_000019925.1	MF6_004284_Cterm	False
GCF_000019925.1	MF6_004285	False
GCF_000019925.1	MF6_004947	True
GCF_000019925.1	MF6_006318	True
GCF_000020045.1	MF6_001079	False
GCF_000020045.1	MF6_002734	False
GCF_000020045.1	MF6_003184	False
GCF_000020045.1	MF6_003684	False
GCF_000020045.1	MF6_003684_Cterm	False
GCF_000020045.1	MF6_003686	False
GCF_000020045.1	MF6_003843	False
GCF_000020045.1	MF6_004284	False
GCF_000020045.1	MF6_004284_Cterm	False
GCF_000020045.1	MF6_004285	False
GCF_000020045.1	MF6_004947	False
GCF_000020045.1	MF6_006318	False
GCF_000020125.1	MF6_001079	False
GCF_000020125.1	MF6_002734	False
GCF_000020125.1	MF6_003184	False
GCF_000020125.1	MF6_003684	False
GCF_000020125.1	MF6_003684_Cterm	False
GCF_000020125.1	MF6_003686	False
GCF_000020125.1	MF6_003843	False
GCF_000020125.1	MF6_004284	False
GCF_000020125.1	MF6_004284_Cterm	False
GCF_000020125.1	MF6_004285	False
GCF_000020125.1	MF6_004947	False
GCF_000020125.1	MF6_006318	False
GCF_000022645.2	MF6_001079	False
GCF_000022645.2	MF6_002734	True
GCF_000022645.2	MF6_003184	False
GCF_000022645.2	MF6_003684	False
GCF_000022645.2	MF6_003684_Cterm	False
GCF_000022645.2	MF6_003686	False
GCF_000022645.2	MF6_003843	False
GCF_000022645.2	MF6_004284	False
GCF_000022645.2	MF6_004284_Cterm	False
GCF_000022645.2	MF6_004285	False
GCF_000022645.2	MF6_004947	False
GCF_000022645.2	MF6_006318	True
GCF_000092885.1	MF6_001079	False
GCF_000092885.1	MF6_002734	False
GCF_000092885.1	MF6_003184	False
GCF_000092885.1	MF6_003684	False
GCF_000092885.1	MF6_003684_Cterm	False
GCF_000092885.1	MF6_003686	False
GCF_000092885.1	MF6_003843	False
GCF_000092885.1	MF6_004284	False
GCF_000092885.1	MF6_004284_Cterm	False
GCF_000092885.1	MF6_004285	False
GCF_000092885.1	MF6_004947	False
GCF_000092885.1	MF6_006318	False
GCF_000182585.2	MF6_001079	False
GCF_000182585.2	MF6_002734	True
GCF_000182585.2	MF6_003184	False
GCF_000182585.2	MF6_003684_Cterm	False
GCF_000182585.2	MF6_003686	False
GCF_000182585.2	MF6_003843	True
GCF_000182585.2	MF6_004284_Cterm	False
GCF_000182585.2	MF6_004285	False
GCF_000182585.2	MF6_004947	True
GCF_000182585.2	MF6_006318	True
GCF_000193475.1	MF6_001079	False
GCF_000193475.1	MF6_002734	True
GCF_000193475.1	MF6_003184	False
GCF_000193475.1	MF6_003684_Cterm	False
GCF_000193475.1	MF6_003686	False
GCF_000193475.1	MF6_003843	True
GCF_000193475.1	MF6_004284_Cterm	False
GCF_000193475.1	MF6_004285	False
GCF_000193475.1	MF6_004947	True
GCF_000193475.1	MF6_006318	True
GCF_000194745.1	MF6_001079	False
GCF_000194745.1	MF6_002734	True
GCF_000194745.1	MF6_003184	True
GCF_000194745.1	MF6_003684	False
GCF_000194745.1	MF6_003684_Cterm	False
GCF_000194745.1	MF6_003686	False
GCF_000194745.1	MF6_003843	False
GCF_000194745.1	MF6_004284	False
GCF_000194745.1	MF6_004284_Cterm	False
GCF_000194745.1	MF6_004285	False
GCF_000194745.1	MF6_004947	True
GCF_000194745.1	MF6_006318	True
GCF_000198775.1	MF6_001079	False
GCF_000198775.1	MF6_002734	False
GCF_000198775.1	MF6_003184	False
GCF_000198775.1	MF6_003684	False
GCF_000198775.1	MF6_003684_Cterm	False
GCF_000198775.1	MF6_003686	False
GCF_000198775.1	MF6_003843	False
GCF_000198775.1	MF6_004284	False
GCF_000198775.1	MF6_004284_Cterm	False
GCF_000198775.1	MF6_004285	False
GCF_000198775.1	MF6_004947	False
GCF_000198775.1	MF6_006318	False
GCF_000203915.1	MF6_001079	False
GCF_000203915.1	MF6_002734	True
GCF_000203915.1	MF6_003184	False
GCF_000203915.1	MF6_003684	False
GCF_000203915.1	MF6_003684_Cterm	False
GCF_000203915.1	MF6_003686	False
GCF_000203915.1	MF6_003843	True
GCF_000203915.1	MF6_004284	False
GCF_000203915.1	MF6_004284_Cterm	False
GCF_000203915.1	MF6_004285	False
GCF_000203915.1	MF6_004947	True
GCF_000203915.1	MF6_006318	True
GCF_000203955.1	MF6_001079	False
GCF_000203955.1	MF6_002734	True
GCF_000203955.1	MF6_003184	False
GCF_000203955.1	MF6_003684	False
GCF_000203955.1	MF6_003684_Cterm	False
GCF_000203955.1	MF6_003686	False
GCF_000203955.1	MF6_003843	True
GCF_000203955.1	MF6_004284	False
GCF_000203955.1	MF6_004284_Cterm	False
GCF_000203955.1	MF6_004285	False
GCF_000203955.1	MF6_004947	True
GCF_000203955.1	MF6_006318	True
GCF_000236065.1	MF6_001079	False
GCF_000236065.1	MF6_002734	False
GCF_000236065.1	MF6_003184	False
GCF_000236065.1	MF6_003684	False
GCF_000236065.1	MF6_003684_Cterm	False
GCF_000236065.1	MF6_003686	False
GCF_000236065.1	MF6_003843	False
GCF_000236065.1	MF6_004284	False
GCF_000236065.1	MF6_004284_Cterm	False
GCF_000236065.1	MF6_004285	False
GCF_000236065.1	MF6_004947	False
GCF_000236065.1	MF6_006318	False
GCF_000236215.2	MF6_001079	False
GCF_000236215.2	MF6_002734	True
GCF_000236215.2	MF6_003184	False
GCF_000236215.2	MF6_003684	False
GCF_000236215.2	MF6_003684_Cterm	False
GCF_000236215.2	MF6_003686	False
GCF_000236215.2	MF6_003843	True
GCF_000236215.2	MF6_004284	False
GCF_000236215.2	MF6_004284_Cterm	False
GCF_000236215.2	MF6_004285	False
GCF_000236215.2	MF6_004947	True
GCF_000236215.2	MF6_006318	True
GCF_000260515.1	MF6_001079	False
GCF_000260515.1	MF6_002734	True
GCF_000260515.1	MF6_003184	False
GCF_000260515.1	MF6_003684	False
GCF_000260515.1	MF6_003684_Cterm	False
GCF_000260515.1	MF6_003686	False
GCF_000260515.1	MF6_003843	True
GCF_000260515.1	MF6_004284	False
GCF_000260515.1	MF6_004284_Cterm	False
GCF_000260515.1	MF6_004285	False
GCF_000260515.1	MF6_004947	True
GCF_000260515.1	MF6_006318	True
GCF_000262695.1	MF6_001079	False
GCF_000262695.1	MF6_002734	True
GCF_000262695.1	MF6_003184	False
GCF_000262695.1	MF6_003684	False
GCF_000262695.1	MF6_003684_Cterm	False
GCF_000262695.1	MF6_003686	False
GCF_000262695.1	MF6_003843	False
GCF_000262695.1	MF6_004284	False
GCF_000262695.1	MF6_004284_Cterm	False
GCF_000262695.1	MF6_004285	False
GCF_000262695.1	MF6_004947	False
GCF_000262695.1	MF6_006318	True
GCF_000292915.1	MF6_001079	False
GCF_000292915.1	MF6_002734	True
GCF_000292915.1	MF6_003184	False
GCF_000292915.1	MF6_003684	False
GCF_000292915.1	MF6_003684_Cterm	False
GCF_000292915.1	MF6_003686	False
GCF_000292915.1	MF6_003843	False
GCF_000292915.1	MF6_004284	False
GCF_000292915.1	MF6_004284_Cterm	False
GCF_000292915.1	MF6_004285	False
GCF_000292915.1	MF6_004947	False
GCF_000292915.1	MF6_006318	True
GCF_000294635.1	MF6_001079	False
GCF_000294635.1	MF6_002734	True
GCF_000294635.1	MF6_003184	False
GCF_000294635.1	MF6_003684	False
GCF_000294635.1	MF6_003684_Cterm	False
GCF_000294635.1	MF6_003686	False
GCF_000294635.1	MF6_003843	True
GCF_000294635.1	MF6_004284	False
GCF_000294635.1	MF6_004284_Cterm	False
GCF_000294635.1	MF6_004285	False
GCF_000294635.1	MF6_004947	True
GCF_000294635.1	MF6_006318	True
GCF_000300095.1	MF6_001079	False
GCF_000300095.1	MF6_002734	False
GCF_000300095.1	MF6_003184	False
GCF_000300095.1	MF6_003684	False
GCF_000300095.1	MF6_003684_Cterm	False
GCF_000300095.1	MF6_003686	False
GCF_000300095.1	MF6_003843	False
GCF_000300095.1	MF6_004284	False
GCF_000300095.1	MF6_004284_Cterm	False
GCF_000300095.1	MF6_004285	False
GCF_000300095.1	MF6_004947	False
GCF_000300095.1	MF6_006318	False
GCF_000385525.1	MF6_001079	False
GCF_000385525.1	MF6_002734	True
GCF_000385525.1	MF6_003184	False
GCF_000385525.1	MF6_003684	False
GCF_000385525.1	MF6_003684_Cterm	False
GCF_000385525.1	MF6_003686	False
GCF_000385525.1	MF6_003843	True
GCF_000385525.1	MF6_004284	False
GCF_000385525.1	MF6_004284_Cterm	False
GCF_000385525.1	MF6_004285	False
GCF_000385525.1	MF6_004947	True
GCF_000385525.1	MF6_006318	True
GCF_000402035.1	MF6_001079	False
GCF_000402035.1	MF6_002734	False
GCF_000402035.1	MF6_003184	False
GCF_000402035.1	MF6_003684	False
GCF_000402035.1	MF6_003684_Cterm	False
GCF_000402035.1	MF6_003686	False
GCF_000402035.1	MF6_003843	False
GCF_000402035.1	MF6_004284	False
GCF_000402035.1	MF6_004284_Cterm	False
GCF_000402035.1	MF6_004285	False
GCF_000402035.1	MF6_004947	False
GCF_000402035.1	MF6_006318	True
GCF_000439695.1	MF6_001079	False
GCF_000439695.1	MF6_002734	True
GCF_000439695.1	MF6_003184	False
GCF_000439695.1	MF6_003684	False
GCF_000439695.1	MF6_003684_Cterm	False
GCF_000439695.1	MF6_003686	False
GCF_000439695.1	MF6_003843	True
GCF_000439695.1	MF6_004284	False
GCF_000439695.1	MF6_004284_Cterm	False
GCF_000439695.1	MF6_004285	False
GCF_000439695.1	MF6_004947	True
GCF_000439695.1	MF6_006318	True
GCF_000494855.1	MF6_001079	False
GCF_000494855.1	MF6_002734	True
GCF_000494855.1	MF6_003184	False
GCF_000494855.1	MF6_003684	False
GCF_000494855.1	MF6_003684_Cterm	False
GCF_000494855.1	MF6_003686	False
GCF_000494855.1	MF6_003843	True
GCF_000494855.1	MF6_004284	False
GCF_000494855.1	MF6_004284_Cterm	False
GCF_000494855.1	MF6_004285	False
GCF_000494855.1	MF6_004947	True
GCF_000494855.1	MF6_006318	True
GCF_000497165.1	MF6_001079	False
GCF_000497165.1	MF6_002734	True
GCF_000497165.1	MF6_003184	False
GCF_000497165.1	MF6_003684_Cterm	False
GCF_000497165.1	MF6_003686	False
GCF_000497165.1	MF6_003843	False
GCF_000497165.1	MF6_004284_Cterm	False
