family	n_genomes	n_members	is_core	is_single_copy_core	genomes	members
GCF_016899425.1|KEDGBJ_05996	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_05996;GCF_053038975.1|AHCKDM_06700;GCF_053209605.1|GFFINM_06703;GCF_905400185.1|DKPOPA_07059;MF6|CFFIHE_04250
GCF_016899425.1|KEDGBJ_05997	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_05997;GCF_053038975.1|AHCKDM_06701;GCF_053209605.1|GFFINM_06704;GCF_905400185.1|DKPOPA_07060;MF6|CFFIHE_04251
GCF_016899425.1|KEDGBJ_05998	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_05998;GCF_905400185.1|DKPOPA_07061;MF6|CFFIHE_04252
GCF_016899425.1|KEDGBJ_05999	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_05999;GCF_905400185.1|DKPOPA_07062;MF6|CFFIHE_04253
GCF_016899425.1|KEDGBJ_06000	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06000;GCF_905400185.1|DKPOPA_07063;MF6|CFFIHE_04254
GCF_016899425.1|KEDGBJ_06002	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06002;GCF_905400185.1|DKPOPA_07065;MF6|CFFIHE_04256
GCF_016899425.1|KEDGBJ_06003	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06003;GCF_053038975.1|AHCKDM_06704;GCF_053209605.1|GFFINM_06707;GCF_905400185.1|DKPOPA_07066;MF6|CFFIHE_04257
GCF_016899425.1|KEDGBJ_06005	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06005;GCF_053038975.1|AHCKDM_06706;GCF_053209605.1|GFFINM_06709;GCF_905400185.1|DKPOPA_07068;MF6|CFFIHE_04259
GCF_016899425.1|KEDGBJ_06006	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06006;GCF_053038975.1|AHCKDM_06707;GCF_053209605.1|GFFINM_06710;GCF_905400185.1|DKPOPA_07069;MF6|CFFIHE_04260
GCF_016899425.1|KEDGBJ_06007	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06007;GCF_905400185.1|DKPOPA_07070;MF6|CFFIHE_04261
GCF_016899425.1|KEDGBJ_06008	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06008;GCF_053038975.1|AHCKDM_06709;GCF_053209605.1|GFFINM_06712;GCF_905400185.1|DKPOPA_07071;MF6|CFFIHE_04262
GCF_016899425.1|KEDGBJ_06009	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06009;GCF_905400185.1|DKPOPA_07072;MF6|CFFIHE_04263
GCF_016899425.1|KEDGBJ_06010	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06010;GCF_905400185.1|DKPOPA_07073;MF6|CFFIHE_04264
GCF_016899425.1|KEDGBJ_06011	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06011;GCF_905400185.1|DKPOPA_07074;MF6|CFFIHE_04265
GCF_016899425.1|KEDGBJ_06012	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06012;GCF_905400185.1|DKPOPA_07075;MF6|CFFIHE_04266
GCF_016899425.1|KEDGBJ_06013	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06013;GCF_905400185.1|DKPOPA_07076;MF6|CFFIHE_04267
GCF_016899425.1|KEDGBJ_06014	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06014;GCF_905400185.1|DKPOPA_07077;MF6|CFFIHE_04268
GCF_016899425.1|KEDGBJ_06015	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06015;GCF_905400185.1|DKPOPA_07078;MF6|CFFIHE_04269
GCF_016899425.1|KEDGBJ_06016	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06016;GCF_053038975.1|AHCKDM_06408;GCF_053209605.1|GFFINM_06410;GCF_905400185.1|DKPOPA_07079;MF6|CFFIHE_04270
GCF_016899425.1|KEDGBJ_06017	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06017;GCF_053038975.1|AHCKDM_06406;GCF_053209605.1|GFFINM_06408;GCF_905400185.1|DKPOPA_07080;MF6|CFFIHE_04271
GCF_016899425.1|KEDGBJ_06018	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06018;GCF_905400185.1|DKPOPA_07081;MF6|CFFIHE_04272
GCF_016899425.1|KEDGBJ_06020	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06020;GCF_905400185.1|DKPOPA_07083;MF6|CFFIHE_04274
GCF_016899425.1|KEDGBJ_06021	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06021;GCF_053038975.1|AHCKDM_06402;GCF_053209605.1|GFFINM_06404;GCF_905400185.1|DKPOPA_07084;MF6|CFFIHE_04275
GCF_016899425.1|KEDGBJ_06022	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06022;GCF_905400185.1|DKPOPA_07085;MF6|CFFIHE_04276
GCF_016899425.1|KEDGBJ_06023	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06023;GCF_905400185.1|DKPOPA_07086;MF6|CFFIHE_04277
GCF_016899425.1|KEDGBJ_06024	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06024;GCF_053038975.1|AHCKDM_06399;GCF_053209605.1|GFFINM_06401;GCF_905400185.1|DKPOPA_07087;MF6|CFFIHE_04278
GCF_016899425.1|KEDGBJ_06025	1	1	0	0	GCF_016899425.1	GCF_016899425.1|KEDGBJ_06025
GCF_016899425.1|KEDGBJ_06026	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06026;GCF_905400185.1|DKPOPA_07089;MF6|CFFIHE_04280
GCF_016899425.1|KEDGBJ_06027	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06027;GCF_905400185.1|DKPOPA_07090;MF6|CFFIHE_04281
GCF_016899425.1|KEDGBJ_06028	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06028;GCF_905400185.1|DKPOPA_07091;MF6|CFFIHE_04282
GCF_016899425.1|KEDGBJ_06029	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06029;GCF_905400185.1|DKPOPA_07092;MF6|CFFIHE_04283
GCF_016899425.1|KEDGBJ_06030	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06030;GCF_905400185.1|DKPOPA_07093;MF6|CFFIHE_04284
GCF_016899425.1|KEDGBJ_06031	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06031;GCF_905400185.1|DKPOPA_07094;MF6|CFFIHE_04285
GCF_016899425.1|KEDGBJ_06032	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06032;GCF_905400185.1|DKPOPA_07095;MF6|CFFIHE_04286
GCF_016899425.1|KEDGBJ_06033	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06033;GCF_905400185.1|DKPOPA_07096;MF6|CFFIHE_04287
GCF_016899425.1|KEDGBJ_06034	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06034;GCF_905400185.1|DKPOPA_07097;MF6|CFFIHE_04288
GCF_016899425.1|KEDGBJ_06035	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06035;GCF_905400185.1|DKPOPA_07099;MF6|CFFIHE_04289
GCF_016899425.1|KEDGBJ_06036	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06036;GCF_905400185.1|DKPOPA_07100;MF6|CFFIHE_04290
GCF_016899425.1|KEDGBJ_06037	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06037;GCF_905400185.1|DKPOPA_07101;MF6|CFFIHE_04291
GCF_016899425.1|KEDGBJ_06038	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06038;GCF_905400185.1|DKPOPA_07102;MF6|CFFIHE_04292
GCF_016899425.1|KEDGBJ_06039	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06039;GCF_905400185.1|DKPOPA_07103;MF6|CFFIHE_04293
GCF_016899425.1|KEDGBJ_06040	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06040;GCF_905400185.1|DKPOPA_07104;MF6|CFFIHE_04294
GCF_016899425.1|KEDGBJ_06041	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06041;GCF_905400185.1|DKPOPA_07105;MF6|CFFIHE_04295
GCF_016899425.1|KEDGBJ_06042	3	6	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06042;GCF_016899425.1|KEDGBJ_06929;GCF_905400185.1|DKPOPA_06974;GCF_905400185.1|DKPOPA_07106;MF6|CFFIHE_04164;MF6|CFFIHE_04296
GCF_016899425.1|KEDGBJ_06043	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06043;GCF_905400185.1|DKPOPA_07107;MF6|CFFIHE_04297
GCF_016899425.1|KEDGBJ_06044	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06044;GCF_905400185.1|DKPOPA_07108;MF6|CFFIHE_04298
GCF_016899425.1|KEDGBJ_06045	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06045;GCF_053038975.1|AHCKDM_06802;GCF_053209605.1|GFFINM_06805;GCF_905400185.1|DKPOPA_07109;MF6|CFFIHE_04299
GCF_016899425.1|KEDGBJ_06047	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06047;GCF_053038975.1|AHCKDM_06804;GCF_053209605.1|GFFINM_06807;GCF_905400185.1|DKPOPA_07111;MF6|CFFIHE_04301
GCF_016899425.1|KEDGBJ_06048	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06048;GCF_053038975.1|AHCKDM_06805;GCF_053209605.1|GFFINM_06808;GCF_905400185.1|DKPOPA_07112;MF6|CFFIHE_04302
GCF_016899425.1|KEDGBJ_06049	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06049;GCF_053038975.1|AHCKDM_06806;GCF_053209605.1|GFFINM_06809;GCF_905400185.1|DKPOPA_07113;MF6|CFFIHE_04303
GCF_016899425.1|KEDGBJ_06050	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06050;GCF_053038975.1|AHCKDM_06807;GCF_053209605.1|GFFINM_06810;GCF_905400185.1|DKPOPA_07114;MF6|CFFIHE_04304
GCF_016899425.1|KEDGBJ_06051	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06051;GCF_053038975.1|AHCKDM_06808;GCF_053209605.1|GFFINM_06811;GCF_905400185.1|DKPOPA_07115;MF6|CFFIHE_04305
GCF_016899425.1|KEDGBJ_06052	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06052;GCF_053038975.1|AHCKDM_06809;GCF_053209605.1|GFFINM_06812;GCF_905400185.1|DKPOPA_07116;MF6|CFFIHE_04306
GCF_016899425.1|KEDGBJ_06053	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06053;GCF_053038975.1|AHCKDM_06810;GCF_053209605.1|GFFINM_06813;GCF_905400185.1|DKPOPA_07117;MF6|CFFIHE_04307
GCF_016899425.1|KEDGBJ_06054	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06054;GCF_053038975.1|AHCKDM_06811;GCF_053209605.1|GFFINM_06814;GCF_905400185.1|DKPOPA_07118;MF6|CFFIHE_04308
GCF_016899425.1|KEDGBJ_06055	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06055;GCF_053038975.1|AHCKDM_06812;GCF_053209605.1|GFFINM_06815;GCF_905400185.1|DKPOPA_07119;MF6|CFFIHE_04309
GCF_016899425.1|KEDGBJ_06056	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06056;GCF_053038975.1|AHCKDM_06813;GCF_053209605.1|GFFINM_06816;GCF_905400185.1|DKPOPA_07120;MF6|CFFIHE_04310
GCF_016899425.1|KEDGBJ_06057	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06057;GCF_053038975.1|AHCKDM_06814;GCF_053209605.1|GFFINM_06817;GCF_905400185.1|DKPOPA_07121;MF6|CFFIHE_04311
GCF_016899425.1|KEDGBJ_06058	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06058;GCF_053038975.1|AHCKDM_06815;GCF_053209605.1|GFFINM_06818;GCF_905400185.1|DKPOPA_07122;MF6|CFFIHE_04312
GCF_016899425.1|KEDGBJ_06059	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06059;GCF_053038975.1|AHCKDM_06816;GCF_053209605.1|GFFINM_06819;GCF_905400185.1|DKPOPA_07123;MF6|CFFIHE_04313
GCF_016899425.1|KEDGBJ_06060	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06060;GCF_053038975.1|AHCKDM_06817;GCF_053209605.1|GFFINM_06820;GCF_905400185.1|DKPOPA_07124;MF6|CFFIHE_04314
GCF_016899425.1|KEDGBJ_06061	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06061;GCF_053038975.1|AHCKDM_06818;GCF_053209605.1|GFFINM_06821;GCF_905400185.1|DKPOPA_07125;MF6|CFFIHE_04315
GCF_016899425.1|KEDGBJ_06062	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06062;GCF_053038975.1|AHCKDM_06819;GCF_053209605.1|GFFINM_06822;GCF_905400185.1|DKPOPA_07126;MF6|CFFIHE_04316
