query	acc	contig	gene	start	end	strand	pident	qcovs	qcovhsp	qstart	qend	bits	evalue	slen	qlen	tier	contig_len	contig_rank	tier_ambiguous
MF6_004284_full	GCF_053470105.1	NZ_JBQLJD010000003.1	31	35156	39391	-	29.573	51	51	747	1536	244	4.32e-63	1411	1538	4	151938	3	False
MF6_004284_full	GCF_003368325.1	NZ_CP031466.1	2921	3366142	3367041	+	71.642	9	9	1391	1524	192	1.82e-52	299	1538	4	3619047	2	False
MF6_004284_full	GCF_059622985.1	NZ_CM184412.1	65	62601	66248	+	27.106	66	66	481	1502	207	5.68e-52	1215	1538	4	4087676	2	False
MF6_004284_full	GCF_024123895.1	NZ_CP099647.1	1883	2154512	2158159	-	27.477	65	65	505	1502	199	3.12e-49	1215	1538	4	4780939	1	False
MF6_004284_full	GCF_000770565.1	NZ_CP009157.1	289	329812	335169	+	30.422	60	40	820	1432	184	1.19e-44	1785	1538	4	4228716	1	False
MF6_004284_full	GCF_000770565.1	NZ_CP009157.1	289	329812	335169	+	27.976	60	40	504	1117	140	5.91e-31	1785	1538	4	4228716	1	False
MF6_004284_full	GCF_000770565.1	NZ_CP009157.1	289	329812	335169	+	27.350	60	29	846	1287	105	1.65e-20	1785	1538	4	4228716	1	False
MF6_004284_full	GCF_022809715.1	NZ_CP094460.1	1968	2231190	2235401	+	31.873	64	39	832	1432	181	9.94e-44	1403	1538	4	3004083	2	False
MF6_004284_full	GCF_022809715.1	NZ_CP094460.1	1968	2231190	2235401	+	27.767	64	30	839	1296	98.2	3.73e-18	1403	1538	4	3004083	2	False
MF6_004284_full	GCF_022809715.1	NZ_CP094460.1	1968	2231190	2235401	+	25.485	64	41	441	1071	86.7	1.28e-14	1403	1538	4	3004083	2	False
MF6_004284_full	GCF_022809715.1	NZ_CP094460.1	1968	2231190	2235401	+	26.407	64	27	878	1294	80.1	1.24e-12	1403	1538	4	3004083	2	False
MF6_004284_full	GCF_017378355.1	NZ_CP071759.1	68	89296	94599	-	31.791	61	40	820	1438	179	3.86e-43	1767	1538	4	4049558	1	False
MF6_004284_full	GCF_017378355.1	NZ_CP071759.1	68	89296	94599	-	28.125	61	40	504	1115	134	2.85e-29	1767	1538	4	4049558	1	False
MF6_004284_full	GCF_017378355.1	NZ_CP071759.1	68	89296	94599	-	27.215	61	29	840	1287	98.2	3.52e-18	1767	1538	4	4049558	1	False
MF6_004284_full	GCF_017378195.1	NZ_CP071749.1	1347	1528682	1533985	+	31.791	61	40	820	1438	179	3.86e-43	1767	1538	4	4117487	1	False
MF6_004284_full	GCF_017378195.1	NZ_CP071749.1	1347	1528682	1533985	+	28.125	61	40	504	1115	134	2.85e-29	1767	1538	4	4117487	1	False
MF6_004284_full	GCF_017378195.1	NZ_CP071749.1	1347	1528682	1533985	+	27.215	61	29	840	1287	98.2	3.52e-18	1767	1538	4	4117487	1	False
MF6_004284_full	GCF_001557535.2	NZ_CP014311.1	127	102459	108014	-	26.022	66	66	510	1524	176	6.99e-42	1851	1538	4	184640	7	False
MF6_004284_full	GCF_002110965.1	NZ_CP018391.1	109	143480	148729	+	30.667	61	40	820	1435	173	4.43e-41	1749	1538	4	4224888	1	False
MF6_004284_full	GCF_002110965.1	NZ_CP018391.1	109	143480	148729	+	27.220	61	40	504	1111	132	1.16e-28	1749	1538	4	4224888	1	False
MF6_004284_full	GCF_965201125.1	NZ_OZ241753.1	1161	1299725	1305067	+	29.501	40	40	820	1432	173	5.02e-41	1780	1538	4	4199711	1	False
MF6_004284_full	GCF_965201125.1	NZ_OZ241753.1	1161	1299725	1305067	+	26.947	40	29	840	1287	103	6.35e-20	1780	1538	4	4199711	1	False
MF6_004284_full	GCF_002386205.1	NZ_CP023499.1	3322	3700281	3705551	-	30.281	60	40	820	1432	172	1.06e-40	1756	1538	4	3967822	1	False
MF6_004284_full	GCF_002386205.1	NZ_CP023499.1	3322	3700281	3705551	-	28.088	60	40	504	1125	145	1.92e-32	1756	1538	4	3967822	1	False
MF6_004284_full	GCF_002386205.1	NZ_CP023499.1	3322	3700281	3705551	-	27.234	60	29	844	1287	102	1.73e-19	1756	1538	4	3967822	1	False
MF6_004284_full	GCF_002386205.1	NZ_CP023499.1	3322	3700281	3705551	-	27.054	60	31	803	1281	87.8	5.48e-15	1756	1538	4	3967822	1	False
MF6_004284_full	GCF_000385525.1	NC_021173.1	2167	2408254	2413524	-	30.281	60	40	820	1432	172	1.06e-40	1756	1538	4	3967794	1	False
MF6_004284_full	GCF_000385525.1	NC_021173.1	2167	2408254	2413524	-	28.088	60	40	504	1125	145	1.92e-32	1756	1538	4	3967794	1	False
MF6_004284_full	GCF_000385525.1	NC_021173.1	2167	2408254	2413524	-	27.234	60	29	844	1287	102	1.73e-19	1756	1538	4	3967794	1	False
MF6_004284_full	GCF_000385525.1	NC_021173.1	2167	2408254	2413524	-	27.054	60	31	803	1281	87.8	5.48e-15	1756	1538	4	3967794	1	False
MF6_004284_full	GCF_001718855.1	NZ_CP013446.1	2193	2408726	2413912	-	28.962	68	43	820	1485	170	4.37e-40	1728	1538	4	3756926	1	False
MF6_004284_full	GCF_001718855.1	NZ_CP013446.1	2193	2408726	2413912	-	27.674	68	44	440	1118	137	3.26e-30	1728	1538	4	3756926	1	False
MF6_004284_full	GCF_001718855.1	NZ_CP013446.1	2193	2408726	2413912	-	28.145	68	29	844	1287	104	5.14e-20	1728	1538	4	3756926	1	False
MF6_004284_full	GCF_001718835.1	NZ_CP013443.1	2205	2403274	2408460	-	28.962	68	43	820	1485	170	4.37e-40	1728	1538	4	3750729	1	False
MF6_004284_full	GCF_001718835.1	NZ_CP013443.1	2205	2403274	2408460	-	27.674	68	44	440	1118	137	3.26e-30	1728	1538	4	3750729	1	False
MF6_004284_full	GCF_001718835.1	NZ_CP013443.1	2205	2403274	2408460	-	28.145	68	29	844	1287	104	5.14e-20	1728	1538	4	3750729	1	False
MF6_004284_full	GCF_984667665.1	NZ_OZ480171.1	518	648192	652952	+	30.848	63	41	828	1451	166	6.46e-39	1586	1538	4	1190410	3	False
MF6_004284_full	GCF_984667665.1	NZ_OZ480171.1	518	648192	652952	+	27.448	63	35	824	1360	108	3.47e-21	1586	1538	4	1190410	3	False
MF6_004284_full	GCF_984667665.1	NZ_OZ480171.1	518	648192	652952	+	27.048	63	31	804	1277	101	3.50e-19	1586	1538	4	1190410	3	False
MF6_004284_full	GCF_984667665.1	NZ_OZ480171.1	518	648192	652952	+	23.548	63	37	479	1051	73.2	1.55e-10	1586	1538	4	1190410	3	False
MF6_004284_full	GCF_020843925.1	NZ_CP086300.1	15	18524	22789	+	29.563	62	39	832	1432	162	4.94e-38	1421	1538	4	215983	4	False
MF6_004284_full	GCF_020843925.1	NZ_CP086300.1	15	18524	22789	+	28.659	62	30	839	1296	100	7.28e-19	1421	1538	4	215983	4	False
MF6_004284_full	GCF_020843925.1	NZ_CP086300.1	15	18524	22789	+	26.807	62	41	479	1111	99.4	1.37e-18	1421	1538	4	215983	4	False
MF6_004284_full	GCF_020843925.1	NZ_CP086300.1	15	18524	22789	+	26.746	62	31	816	1286	93.2	1.26e-16	1421	1538	4	215983	4	False
MF6_004284_full	GCF_020843925.1	NZ_CP086300.1	15	18524	22789	+	25.989	62	29	505	957	58.5	4.14e-06	1421	1538	4	215983	4	False
MF6_004284_full	GCF_902459535.1	NZ_LR699554.1	3006	3416977	3420621	-	27.011	65	65	505	1500	159	3.91e-37	1214	1538	4	3505044	2	False
MF6_004284_full	GCF_024072715.1	NZ_CP099627.1	676	754877	758338	+	26.518	60	60	505	1434	154	1.90e-35	1153	1538	4	4941518	1	False
MF6_004284_full	GCF_024072595.1	NZ_CP099623.1	676	754877	758338	+	26.518	60	60	505	1434	154	1.90e-35	1153	1538	4	4941516	1	False
MF6_004284_full	GCF_000756045.1	NZ_CP008762.1	1087	1234570	1238013	+	27.310	60	60	505	1433	154	2.18e-35	1147	1538	4	3363006	2	False
MF6_004284_full	GCF_000013645.1	NC_007952.1	2790	3157199	3160642	-	27.310	60	60	505	1433	154	2.18e-35	1147	1538	4	3363523	2	False
MF6_004284_full	GCF_047497165.1	NZ_CP163165.1	2868	3321424	3326784	-	24.095	71	71	342	1430	154	2.94e-35	1786	1538	4	4232728	1	False
MF6_004284_full	GCF_003368325.1	NZ_CP031466.1	2920	3362118	3365570	+	26.773	62	62	482	1433	153	3.30e-35	1150	1538	4	3619047	2	False
MF6_004284_full	GCF_045348565.1	NZ_CP157346.1	2385	2640206	2643649	-	26.083	61	61	505	1437	147	1.83e-33	1147	1538	4	5249169	1	False
MF6_004284_full	GCF_030848725.1	NZ_CP132922.1	406	444259	448830	+	23.981	67	62	498	1458	145	8.29e-33	1523	1538	4	3298494	1	False
MF6_004284_full	GCF_030848725.1	NZ_CP132922.1	406	444259	448830	+	23.103	67	35	712	1256	76.6	1.41e-11	1523	1538	4	3298494	1	False
MF6_004284_full	GCF_030848725.1	NZ_CP132922.1	406	444259	448830	+	27.619	67	12	422	608	66.2	1.95e-08	1523	1538	4	3298494	1	False
MF6_004284_full	GCF_036352035.1	NZ_CP143551.1	1611	1855609	1861485	+	23.915	61	61	502	1441	143	5.07e-32	1958	1538	4	2436595	2	False
MF6_004284_full	GCF_023374435.1	NZ_CP090694.1	12	11957	17833	+	23.915	61	61	502	1441	143	5.07e-32	1958	1538	4	2435330	2	False
MF6_004284_full	GCF_009730035.1	NZ_CP046337.1	1706	2000154	2006030	-	23.915	61	61	502	1441	143	5.07e-32	1958	1538	4	2434081	2	False
MF6_004284_full	GCF_057005415.2	NZ_CM174447.1	3115	3554127	3560117	+	25.359	63	45	745	1433	142	1.20e-31	1996	1538	4	3685627	2	False
MF6_004284_full	GCF_057005415.2	NZ_CM174447.1	3115	3554127	3560117	+	24.451	63	20	802	1115	64.7	5.26e-08	1996	1538	4	3685627	2	False
MF6_004284_full	GCF_057005415.2	NZ_CM174447.1	3115	3554127	3560117	+	23.382	63	42	471	1117	61.6	4.55e-07	1996	1538	4	3685627	2	False
MF6_004284_full	GCF_021344035.2	NZ_CP158564.1	126	131293	137283	-	25.359	63	45	745	1433	142	1.20e-31	1996	1538	4	3826233	1	False
MF6_004284_full	GCF_021344035.2	NZ_CP158564.1	126	131293	137283	-	24.451	63	20	802	1115	64.7	5.26e-08	1996	1538	4	3826233	1	False
MF6_004284_full	GCF_021344035.2	NZ_CP158564.1	126	131293	137283	-	23.382	63	42	471	1117	61.6	4.55e-07	1996	1538	4	3826233	1	False
MF6_004284_full	GCF_009586235.1	NZ_CP045236.1	2324	2635498	2641488	+	25.359	63	45	745	1433	142	1.20e-31	1996	1538	4	3430130	2	False
MF6_004284_full	GCF_009586235.1	NZ_CP045236.1	2324	2635498	2641488	+	24.451	63	20	802	1115	64.7	5.26e-08	1996	1538	4	3430130	2	False
MF6_004284_full	GCF_009586235.1	NZ_CP045236.1	2324	2635498	2641488	+	23.382	63	42	471	1117	61.6	4.55e-07	1996	1538	4	3430130	2	False
MF6_004284_full	GCF_003330745.1	NZ_CP024906.1	2193	2406409	2409975	+	24.838	67	67	411	1439	141	1.37e-31	1188	1538	4	2944711	2	False
MF6_004284_full	GCF_051355645.1	NZ_CP195709.1	1684	1848328	1852617	+	25.104	57	57	565	1437	141	1.52e-31	1429	1538	4	3595701	2	False
MF6_004284_full	GCF_000012945.1	NC_007511.1	1851	2086776	2091065	-	25.104	57	57	565	1437	141	1.52e-31	1429	1538	4	3587082	2	False
MF6_004284_full	GCF_008693525.1	NZ_CP044056.1	1315	1566480	1572356	-	23.892	61	61	502	1433	141	2.47e-31	1958	1538	4	2365865	2	False
MF6_004284_full	GCF_008693485.1	NZ_CP044055.1	630	681364	687240	+	23.892	61	61	502	1433	141	2.47e-31	1958	1538	4	2365849	2	False
MF6_004284_full	GCF_001718415.1	NZ_CP013377.1	19	20053	25920	+	24.067	62	62	477	1435	141	2.87e-31	1955	1538	4	2995708	2	False
MF6_004284_full	GCF_024072715.1	NZ_CP099627.1	2047	2339662	2343303	-	27.294	67	47	816	1535	140	4.88e-31	1213	1538	4	4941518	1	False
MF6_004284_full	GCF_024072715.1	NZ_CP099627.1	2047	2339662	2343303	-	25.072	67	42	505	1152	114	2.92e-23	1213	1538	4	4941518	1	False
MF6_004284_full	GCF_024072595.1	NZ_CP099623.1	2048	2339661	2343302	-	27.294	67	47	816	1535	140	4.88e-31	1213	1538	4	4941516	1	False
MF6_004284_full	GCF_024072595.1	NZ_CP099623.1	2048	2339661	2343302	-	25.072	67	42	505	1152	114	2.92e-23	1213	1538	4	4941516	1	False
MF6_004284_full	GCF_020736245.1	NZ_CP085967.1	1362	1492170	1496741	-	23.421	67	62	498	1458	139	1.08e-30	1523	1538	4	3408891	1	False
MF6_004284_full	GCF_020736245.1	NZ_CP085967.1	1362	1492170	1496741	-	22.781	67	37	695	1256	74.3	6.49e-11	1523	1538	4	3408891	1	False
MF6_004284_full	GCF_020736245.1	NZ_CP085967.1	1362	1492170	1496741	-	29.108	67	12	422	608	67.0	1.17e-08	1523	1538	4	3408891	1	False
MF6_004284_full	GCF_019930785.1	NZ_CP082882.1	1016	1111661	1116232	+	23.421	67	62	498	1458	139	1.08e-30	1523	1538	4	3410295	1	False
MF6_004284_full	GCF_019930785.1	NZ_CP082882.1	1016	1111661	1116232	+	22.781	67	37	695	1256	74.3	6.49e-11	1523	1538	4	3410295	1	False
MF6_004284_full	GCF_019930785.1	NZ_CP082882.1	1016	1111661	1116232	+	29.108	67	12	422	608	67.0	1.17e-08	1523	1538	4	3410295	1	False
MF6_004284_full	GCF_016889205.1	NZ_CP069482.1	1631	1786732	1791303	+	23.421	67	62	498	1458	139	1.08e-30	1523	1538	4	3406606	1	False
MF6_004284_full	GCF_016889205.1	NZ_CP069482.1	1631	1786732	1791303	+	22.781	67	37	695	1256	74.3	6.49e-11	1523	1538	4	3406606	1	False
MF6_004284_full	GCF_016889205.1	NZ_CP069482.1	1631	1786732	1791303	+	29.108	67	12	422	608	67.0	1.17e-08	1523	1538	4	3406606	1	False
MF6_004284_full	GCF_003813045.1	NZ_CP033840.1	584	631935	636506	-	23.421	67	62	498	1458	139	1.08e-30	1523	1538	4	3406611	1	False
MF6_004284_full	GCF_003813045.1	NZ_CP033840.1	584	631935	636506	-	22.781	67	37	695	1256	74.3	6.49e-11	1523	1538	4	3406611	1	False
MF6_004284_full	GCF_003813045.1	NZ_CP033840.1	584	631935	636506	-	29.108	67	12	422	608	67.0	1.17e-08	1523	1538	4	3406611	1	False
MF6_004284_full	GCF_000974835.2	NZ_CP011301.1	3659	4106120	4110691	-	23.421	67	62	498	1458	139	1.08e-30	1523	1538	4	6419376	1	False
MF6_004284_full	GCF_000974835.2	NZ_CP011301.1	3659	4106120	4110691	-	22.781	67	37	695	1256	74.3	6.49e-11	1523	1538	4	6419376	1	False
MF6_004284_full	GCF_000974835.2	NZ_CP011301.1	3659	4106120	4110691	-	29.108	67	12	422	608	67.0	1.17e-08	1523	1538	4	6419376	1	False
MF6_004284_full	GCF_000959505.1	NZ_CP009795.1	2621	2876323	2880894	-	23.421	67	62	498	1458	139	1.08e-30	1523	1538	4	3406596	1	False
MF6_004284_full	GCF_000959505.1	NZ_CP009795.1	2621	2876323	2880894	-	22.781	67	37	695	1256	74.3	6.49e-11	1523	1538	4	3406596	1	False
MF6_004284_full	GCF_000959505.1	NZ_CP009795.1	2621	2876323	2880894	-	29.108	67	12	422	608	67.0	1.17e-08	1523	1538	4	3406596	1	False
MF6_004284_full	GCF_000756005.1	NZ_CP008729.1	1201	1367976	1373843	+	23.362	61	61	502	1445	138	1.87e-30	1955	1538	4	2541526	2	False
MF6_004284_full	GCF_001718995.1	NZ_CP013466.1	2111	2468888	2474755	-	23.750	61	61	502	1435	138	2.43e-30	1955	1538	4	2493865	2	False
MF6_004284_full	GCF_005280735.1	NZ_CP040078.1	2809	3126499	3130881	-	24.439	45	44	756	1438	137	2.58e-30	1460	1538	4	3695250	2	False
MF6_004284_full	GCF_005280735.1	NZ_CP040078.1	2809	3126499	3130881	-	24.437	45	36	810	1358	86.3	1.46e-14	1460	1538	4	3695250	2	False
MF6_004284_full	GCF_005280735.1	NZ_CP040078.1	2809	3126499	3130881	-	28.289	45	19	844	1133	72.4	2.28e-10	1460	1538	4	3695250	2	False
MF6_004284_full	GCF_005280735.1	NZ_CP040078.1	2809	3126499	3130881	-	23.467	45	24	747	1114	62.8	2.43e-07	1460	1538	4	3695250	2	False
MF6_004284_full	GCF_984669565.1	NZ_OZ480232.1	3010	3397358	3403327	+	24.463	48	48	745	1477	137	3.94e-30	1989	1538	4	3426442	2	False
MF6_004284_full	GCF_984669565.1	NZ_OZ480232.1	3010	3397358	3403327	+	27.215	48	21	802	1117	75.1	4.29e-11	1989	1538	4	3426442	2	False
MF6_004284_full	GCF_024381035.2	NZ_CP101525.1	884	954995	960964	+	24.463	48	48	745	1477	137	3.97e-30	1989	1538	4	3525317	2	False
MF6_004284_full	GCF_024381035.2	NZ_CP101525.1	884	954995	960964	+	27.215	48	21	802	1117	75.1	4.36e-11	1989	1538	4	3525317	2	False
MF6_004284_full	GCF_000701165.1	NZ_CP013731.1	1342	1502783	1508752	+	24.463	48	48	745	1477	137	3.97e-30	1989	1538	4	3400736	2	False
MF6_004284_full	GCF_000701165.1	NZ_CP013731.1	1342	1502783	1508752	+	27.215	48	21	802	1117	75.1	4.36e-11	1989	1538	4	3400736	2	False
MF6_004284_full	GCF_984668265.1	NZ_OZ480209.1	3016	3372747	3378716	+	24.463	48	48	745	1477	137	4.14e-30	1989	1538	4	3401831	2	False
MF6_004284_full	GCF_984668265.1	NZ_OZ480209.1	3016	3372747	3378716	+	27.215	48	21	802	1117	75.1	4.36e-11	1989	1538	4	3401831	2	False
MF6_004284_full	GCF_057439935.1	NZ_CM172007.1	3005	3389932	3395901	+	24.463	48	48	745	1477	137	4.14e-30	1989	1538	4	3419015	2	False
MF6_004284_full	GCF_057439935.1	NZ_CM172007.1	3005	3389932	3395901	+	27.215	48	21	802	1117	75.1	4.36e-11	1989	1538	4	3419015	2	False
MF6_004284_full	GCF_057369595.1	NZ_CM170669.1	3005	3389932	3395901	+	24.463	48	48	745	1477	137	4.14e-30	1989	1538	4	3419015	2	False
MF6_004284_full	GCF_057369595.1	NZ_CM170669.1	3005	3389932	3395901	+	27.215	48	21	802	1117	75.1	4.36e-11	1989	1538	4	3419015	2	False
MF6_004284_full	GCF_009730175.1	NZ_CP046341.1	305	371659	377526	-	23.868	62	62	477	1435	137	5.43e-30	1955	1538	4	2418100	2	False
MF6_004284_full	GCF_050955445.1	NZ_CP162617.1	2111	2315202	2320208	+	23.785	59	59	523	1434	137	5.59e-30	1668	1538	4	5409342	1	False
MF6_004284_full	GCF_984667665.1	NZ_OZ480170.1	3119	3503503	3509472	+	24.350	48	48	745	1477	136	7.18e-30	1989	1538	4	3532587	2	False
MF6_004284_full	GCF_984667665.1	NZ_OZ480170.1	3119	3503503	3509472	+	24.086	48	35	744	1279	83.6	1.05e-13	1989	1538	4	3532587	2	False
MF6_004284_full	GCF_984667665.1	NZ_OZ480170.1	3119	3503503	3509472	+	26.854	48	25	802	1180	75.9	2.63e-11	1989	1538	4	3532587	2	False
MF6_004284_full	GCF_003812585.1	NZ_CP033747.1	396	485506	491373	-	23.084	61	61	502	1445	136	8.72e-30	1955	1538	4	2383823	2	False
MF6_004284_full	GCF_018228625.1	NZ_CP073702.1	3	6458	12415	-	24.706	45	45	745	1437	135	1.48e-29	1985	1538	4	3809848	1	False
MF6_004284_full	GCF_018228625.1	NZ_CP073702.1	3	6458	12415	-	25.277	45	32	792	1276	77.8	6.66e-12	1985	1538	4	3809848	1	False
MF6_004284_full	GCF_018223765.1	NZ_CP073673.1	1792	1969272	1975229	+	24.706	45	45	745	1437	135	1.48e-29	1985	1538	4	3737356	1	False
MF6_004284_full	GCF_018223765.1	NZ_CP073673.1	1792	1969272	1975229	+	25.277	45	32	792	1276	77.8	6.66e-12	1985	1538	4	3737356	1	False
MF6_004284_full	GCF_047902435.1	NZ_CP138379.1	1928	2162757	2168663	+	24.970	61	46	735	1446	135	1.97e-29	1968	1538	4	3375692	2	False
MF6_004284_full	GCF_047902435.1	NZ_CP138379.1	1928	2162757	2168663	+	26.280	61	16	867	1117	72.4	2.56e-10	1968	1538	4	3375692	2	False
MF6_004284_full	GCF_047902435.1	NZ_CP138379.1	1928	2162757	2168663	+	24.407	61	31	815	1286	70.1	1.29e-09	1968	1538	4	3375692	2	False
MF6_004284_full	GCF_047902435.1	NZ_CP138379.1	1928	2162757	2168663	+	23.176	61	40	505	1117	58.2	6.07e-06	1968	1538	4	3375692	2	False
MF6_004284_full	GCF_047902435.1	NZ_CP138379.1	1928	2162757	2168663	+	23.288	61	34	757	1277	57.8	7.31e-06	1968	1538	4	3375692	2	False
MF6_004284_full	GCF_024600575.1	NZ_CP102330.1	2203	2504522	2510428	-	24.970	61	46	735	1446	135	1.97e-29	1968	1538	4	3408063	2	False
MF6_004284_full	GCF_024600575.1	NZ_CP102330.1	2203	2504522	2510428	-	26.280	61	16	867	1117	72.4	2.56e-10	1968	1538	4	3408063	2	False
MF6_004284_full	GCF_024600575.1	NZ_CP102330.1	2203	2504522	2510428	-	24.407	61	31	815	1286	70.1	1.29e-09	1968	1538	4	3408063	2	False
MF6_004284_full	GCF_024600575.1	NZ_CP102330.1	2203	2504522	2510428	-	23.176	61	40	505	1117	58.2	6.07e-06	1968	1538	4	3408063	2	False
MF6_004284_full	GCF_024600575.1	NZ_CP102330.1	2203	2504522	2510428	-	23.288	61	34	757	1277	57.8	7.31e-06	1968	1538	4	3408063	2	False
MF6_004284_full	GCF_001484665.1	NZ_CP011917.1	2790	3057984	3063941	-	23.456	62	62	477	1437	135	2.01e-29	1985	1538	4	3822749	1	False
MF6_004284_full	GCF_964265025.1	NZ_OZ183803.1	18	20027	25975	+	25.738	60	59	531	1436	135	2.26e-29	1982	1538	4	3486477	2	False
MF6_004284_full	GCF_964265025.1	NZ_OZ183803.1	18	20027	25975	+	23.207	60	39	518	1117	70.9	8.61e-10	1982	1538	4	3486477	2	False
MF6_004284_full	GCF_964265025.1	NZ_OZ183803.1	18	20027	25975	+	25.150	60	30	820	1284	67.8	6.34e-09	1982	1538	4	3486477	2	False
MF6_004284_full	GCF_040314805.1	NZ_CP131478.1	1135	1295590	1299912	-	23.273	61	61	501	1441	134	2.36e-29	1440	1538	4	2294360	2	False
MF6_004284_full	GCF_040314805.1	NZ_CP131478.1	1135	1295590	1299912	-	27.318	61	25	736	1124	85.9	2.17e-14	1440	1538	4	2294360	2	False
MF6_004284_full	GCF_034424545.1	NZ_CP139971.1	164	183659	187981	+	23.273	61	61	501	1441	134	2.36e-29	1440	1538	4	2294374	2	False
MF6_004284_full	GCF_034424545.1	NZ_CP139971.1	164	183659	187981	+	27.318	61	25	736	1124	85.9	2.17e-14	1440	1538	4	2294374	2	False
MF6_004284_full	GCF_026958255.1	NZ_CP092843.1	244	289495	295464	-	24.872	48	43	812	1477	134	2.94e-29	1989	1538	4	3495354	1	False
MF6_004284_full	GCF_026958255.1	NZ_CP092843.1	244	289495	295464	-	25.641	48	22	750	1094	79.3	2.19e-12	1989	1538	4	3495354	1	False
MF6_004284_full	GCF_026958255.1	NZ_CP092843.1	244	289495	295464	-	24.283	48	35	744	1279	77.8	6.12e-12	1989	1538	4	3495354	1	False
MF6_004284_full	GCF_026958255.1	NZ_CP092843.1	244	289495	295464	-	29.595	48	21	802	1117	75.9	2.50e-11	1989	1538	4	3495354	1	False
MF6_004284_full	GCF_036362805.1	NZ_CP143590.1	17	19745	25687	+	23.317	61	61	502	1436	134	4.05e-29	1980	1538	4	2296428	2	False
MF6_004284_full	GCF_023374875.1	NZ_CP090765.1	19	22111	28011	+	23.438	61	61	502	1433	134	4.28e-29	1966	1538	4	2402736	2	False
MF6_004284_full	GCF_023374595.1	NZ_CP090717.1	33	36544	42444	+	23.438	61	61	502	1433	134	4.28e-29	1966	1538	4	2402759	2	False
MF6_004284_full	GCF_023374415.1	NZ_CP090688.1	2053	2375453	2381353	-	23.438	61	61	502	1433	134	4.28e-29	1966	1538	4	2402749	2	False
MF6_004284_full	GCF_023374375.1	NZ_CP090681.1	2038	2360921	2366821	-	23.438	61	61	502	1433	134	4.28e-29	1966	1538	4	2402736	2	False
MF6_004284_full	GCF_003812365.1	NZ_CP033748.1	253	309105	314972	-	23.180	61	61	502	1445	133	7.27e-29	1955	1538	4	2331436	2	False
MF6_004284_full	GCF_001718535.1	NZ_CP013398.1	13	14726	20683	+	24.314	45	45	745	1437	132	1.32e-28	1985	1538	4	3505262	1	False
MF6_004284_full	GCF_001718535.1	NZ_CP013398.1	13	14726	20683	+	26.351	45	26	747	1142	88.2	4.50e-15	1985	1538	4	3505262	1	False
