Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
genomes/GCF_001718895.1.fna	MF6.fna	94.39	72.22	72.06	NZ_CP013450.1	cluster_001_consensus
genomes/GCF_001606135.1.fna	MF6.fna	94.38	64.49	72.21	NZ_CP015036.1	cluster_001_consensus
genomes/GCF_001484665.1.fna	MF6.fna	94.38	68.22	70.77	NZ_CP011917.1	cluster_001_consensus
genomes/GCF_045345775.1.fna	MF6.fna	94.28	78.81	76.92	NZ_CP174276.1	cluster_001_consensus
genomes/GCF_030374675.1.fna	MF6.fna	94.28	76.96	77.40	NZ_CP126320.1	cluster_001_consensus
genomes/GCF_041205585.2.fna	MF6.fna	94.26	72.15	68.29	NZ_CM145221.1	cluster_001_consensus
genomes/GCF_001522585.2.fna	MF6.fna	94.26	77.28	70.16	NZ_CP013373.1	cluster_001_consensus
genomes/GCF_001999885.1.fna	MF6.fna	94.26	73.03	71.50	NZ_CP019674.1	cluster_001_consensus
genomes/GCF_023374335.1.fna	MF6.fna	94.26	72.75	71.38	NZ_CP090676.1	cluster_001_consensus
genomes/GCF_023374855.1.fna	MF6.fna	94.26	73.02	71.65	NZ_CP090763.1	cluster_001_consensus
genomes/GCF_024730645.1.fna	MF6.fna	94.26	74.42	71.99	NZ_CP078070.1	cluster_001_consensus
genomes/GCF_014357995.1.fna	MF6.fna	94.25	70.22	69.71	NZ_CP053300.1	cluster_001_consensus
genomes/GCF_018223765.1.fna	MF6.fna	94.13	69.43	71.72	NZ_CP073673.1	cluster_001_consensus
genomes/GCF_000236215.2.fna	MF6.fna	94.13	73.20	72.42	NZ_HG938370.1	cluster_001_consensus
genomes/GCF_023374835.1.fna	MF6.fna	94.13	73.08	71.71	NZ_CP090760.1	cluster_001_consensus
genomes/GCF_000009485.1.fna	MF6.fna	94.13	68.02	70.27	NC_011000.1	cluster_001_consensus
genomes/GCF_018223805.1.fna	MF6.fna	94.13	71.11	72.12	NZ_CP073674.1	cluster_001_consensus
genomes/GCF_025643575.1.fna	MF6.fna	94.12	68.74	70.27	NZ_CP102475.1	cluster_001_consensus
genomes/GCA_059696275.1.fna	MF6.fna	93.96	65.24	27.01	AP040121.1	cluster_001_consensus
genomes/GCF_984669565.1.fna	MF6.fna	92.61	59.06	64.32	NZ_OZ480231.1	cluster_001_consensus
genomes/GCF_057369595.1.fna	MF6.fna	92.51	60.12	64.37	NZ_CM170668.1	cluster_001_consensus
genomes/GCF_000701165.1.fna	MF6.fna	92.51	59.07	64.24	NZ_CP013730.1	cluster_001_consensus
genomes/GCF_984667665.1.fna	MF6.fna	92.51	59.63	64.29	NZ_OZ480169.1	cluster_001_consensus
genomes/GCF_057439935.1.fna	MF6.fna	92.51	60.12	64.37	NZ_CM172006.1	cluster_001_consensus
genomes/GCF_984668265.1.fna	MF6.fna	92.51	60.96	64.28	NZ_OZ480208.1	cluster_001_consensus
genomes/GCF_024381035.2.fna	MF6.fna	92.51	58.59	64.42	NZ_CP101524.1	cluster_001_consensus
genomes/GCF_984669705.1.fna	MF6.fna	92.42	65.29	68.32	NZ_OZ480242.1	cluster_001_consensus
genomes/GCF_038723655.1.fna	MF6.fna	92.42	58.99	64.14	NZ_CP109821.1	cluster_001_consensus
genomes/GCF_984668395.1.fna	MF6.fna	92.42	59.61	65.39	NZ_OZ480205.1	cluster_001_consensus
genomes/GCF_984667725.1.fna	MF6.fna	92.42	59.64	65.39	NZ_OZ480174.1	cluster_001_consensus
genomes/GCF_984667835.1.fna	MF6.fna	92.34	57.83	64.11	NZ_OZ480193.1	cluster_001_consensus
genomes/GCF_984669415.1.fna	MF6.fna	92.34	58.94	64.09	NZ_OZ480226.1	cluster_001_consensus
genomes/GCF_984667945.1.fna	MF6.fna	92.34	58.94	64.09	NZ_OZ480177.1	cluster_001_consensus
genomes/GCF_984667895.1.fna	MF6.fna	92.25	57.77	63.94	NZ_OZ480182.1	cluster_001_consensus
genomes/GCF_984667955.1.fna	MF6.fna	92.25	66.01	59.78	NZ_OZ480214.1	cluster_001_consensus
genomes/GCF_984669685.1.fna	MF6.fna	92.25	57.77	63.94	NZ_OZ480238.1	cluster_001_consensus
genomes/GCF_984668005.1.fna	MF6.fna	92.25	59.15	64.38	NZ_OZ480190.1	cluster_001_consensus
genomes/GCF_984671675.1.fna	MF6.fna	92.25	65.01	58.92	NZ_OZ480245.1	cluster_001_consensus
genomes/GCF_984669335.1.fna	MF6.fna	92.25	58.90	64.31	NZ_OZ480223.1	cluster_001_consensus
genomes/GCF_040761425.1.fna	MF6.fna	92.25	60.99	66.33	NZ_CP142886.1	cluster_001_consensus
genomes/GCF_984669265.1.fna	MF6.fna	92.21	66.43	65.82	NZ_OZ480217.1	cluster_001_consensus
genomes/GCF_000705535.2.fna	MF6.fna	92.21	64.72	66.58	NZ_CP072520.1	cluster_001_consensus
genomes/GCF_001718535.1.fna	MF6.fna	92.13	68.07	66.77	NZ_CP013398.1	cluster_001_consensus
genomes/GCF_984669325.1.fna	MF6.fna	92.05	65.41	59.15	NZ_OZ480220.1	cluster_001_consensus
genomes/GCF_984668195.1.fna	MF6.fna	92.05	58.45	63.01	NZ_OZ480201.1	cluster_001_consensus
genomes/GCF_984668355.1.fna	MF6.fna	92.05	59.35	62.87	NZ_OZ480198.1	cluster_001_consensus
genomes/GCF_984668525.1.fna	MF6.fna	92.05	65.57	66.96	NZ_OZ480211.1	cluster_001_consensus
genomes/GCF_984667975.1.fna	MF6.fna	91.97	59.13	63.11	NZ_OZ480186.1	cluster_001_consensus
genomes/GCF_984671695.1.fna	MF6.fna	91.90	63.30	60.16	NZ_OZ480247.1	cluster_001_consensus
genomes/GCF_022809715.1.fna	MF6.fna	91.90	64.57	63.71	NZ_CP094459.1	cluster_001_consensus
genomes/GCF_038452255.1.fna	MF6.fna	91.83	59.88	61.76	NZ_CP150849.1	cluster_001_consensus
genomes/GCF_056640905.1.fna	MF6.fna	91.83	55.41	62.48	NZ_CM153254.1	cluster_001_consensus
genomes/GCF_045925845.1.fna	MF6.fna	91.77	60.22	64.55	NZ_CP174521.1	cluster_001_consensus
genomes/GCF_984667675.1.fna	MF6.fna	91.77	60.85	62.66	NZ_OZ480166.1	cluster_001_consensus
genomes/GCF_984669585.1.fna	MF6.fna	91.77	61.99	63.62	NZ_OZ480235.1	cluster_001_consensus
genomes/GCF_059089405.1.fna	MF6.fna	91.77	61.73	63.76	NZ_CM180997.1	cluster_001_consensus
genomes/GCF_003233675.1.fna	MF6.fna	91.71	55.12	63.09	NZ_CP029824.1	cluster_001_consensus
genomes/GCF_054073395.1.fna	MF6.fna	91.71	60.45	63.19	NZ_CM133400.1	cluster_001_consensus
genomes/GCF_056783395.1.fna	MF6.fna	91.71	58.03	62.12	NZ_CM165588.1	cluster_001_consensus
genomes/GCF_054073385.1.fna	MF6.fna	91.71	61.54	63.21	NZ_CM133398.1	cluster_001_consensus
genomes/GCF_037055255.1.fna	MF6.fna	91.71	55.85	62.20	NZ_CP146376.1	cluster_001_consensus
genomes/GCF_047127275.1.fna	MF6.fna	91.65	56.73	63.95	NZ_CP098396.1	cluster_001_consensus
genomes/GCF_001718575.1.fna	MF6.fna	91.65	59.31	63.55	NZ_CP013404.1	cluster_001_consensus
genomes/GCF_025560745.1.fna	MF6.fna	91.65	57.87	61.26	NZ_CP090482.1	cluster_001_consensus
genomes/GCF_054955335.1.fna	MF6.fna	91.65	63.98	57.65	NZ_CM143258.1	cluster_001_consensus
genomes/GCF_024732225.1.fna	MF6.fna	91.65	62.65	61.22	NZ_CP091307.1	cluster_001_consensus
genomes/GCF_049487195.1.fna	MF6.fna	91.65	58.62	61.35	NZ_CP137808.1	cluster_001_consensus
genomes/GCF_018417535.1.fna	MF6.fna	91.65	55.95	61.27	NZ_CP070977.1	cluster_001_consensus
genomes/GCF_022533485.1.fna	MF6.fna	91.60	57.04	63.03	NZ_CP092851.1	cluster_001_consensus
genomes/GCF_029590335.1.fna	MF6.fna	91.60	55.90	63.01	NZ_CP120947.1	cluster_001_consensus
genomes/GCF_023374675.1.fna	MF6.fna	91.60	56.67	61.87	NZ_CP090730.1	cluster_001_consensus
genomes/GCF_002407525.2.fna	MF6.fna	91.60	56.85	62.47	NZ_CP023518.1	cluster_001_consensus
genomes/GCF_053348855.1.fna	MF6.fna	91.60	61.67	61.43	NZ_CM130027.1	cluster_001_consensus
genomes/GCF_002356275.1.fna	MF6.fna	91.60	62.79	62.17	NZ_AP018111.1	cluster_001_consensus
genomes/GCF_023374475.1.fna	MF6.fna	91.60	56.65	61.74	NZ_CP090698.1	cluster_001_consensus
genomes/GCF_050613135.1.fna	MF6.fna	91.60	59.04	62.35	NZ_CP192533.1	cluster_001_consensus
genomes/GCA_024298805.1.fna	MF6.fna	91.60	55.61	62.93	CP101279.1	cluster_001_consensus
genomes/GCF_023374715.1.fna	MF6.fna	91.60	56.78	61.91	NZ_CP090737.1	cluster_001_consensus
genomes/GCF_040215475.1.fna	MF6.fna	91.60	58.36	62.98	NZ_CP157952.1	cluster_001_consensus
genomes/GCF_009191525.1.fna	MF6.fna	91.60	57.18	63.04	NZ_CP028807.1	cluster_001_consensus
genomes/GCF_050632355.1.fna	MF6.fna	91.60	57.11	62.57	NZ_CP192549.1	cluster_001_consensus
genomes/GCF_021484945.1.fna	MF6.fna	91.60	56.66	62.76	NZ_CP090608.1	cluster_001_consensus
genomes/GCF_028462305.2.fna	MF6.fna	91.60	57.89	62.35	NZ_CP159409.1	cluster_001_consensus
genomes/GCF_057005415.2.fna	MF6.fna	91.60	55.77	62.59	NZ_CM174446.1	cluster_001_consensus
genomes/GCF_001718395.1.fna	MF6.fna	91.60	60.25	56.69	NZ_CP013375.1	cluster_001_consensus
genomes/GCF_001028665.1.fna	MF6.fna	91.60	61.26	62.54	NZ_CP011503.1	cluster_001_consensus
genomes/GCF_041070875.1.fna	MF6.fna	91.60	59.78	62.13	NZ_CP163499.1	cluster_001_consensus
genomes/GCF_003546465.1.fna	MF6.fna	91.60	56.80	62.41	NZ_CP007746.1	cluster_001_consensus
genomes/GCF_024600575.1.fna	MF6.fna	91.60	58.03	62.71	NZ_CP102329.1	cluster_001_consensus
genomes/GCF_046773525.1.fna	MF6.fna	91.60	57.75	61.06	NZ_CP177244.1	cluster_001_consensus
genomes/GCF_021344035.2.fna	MF6.fna	91.60	54.19	62.33	NZ_CP158564.1	cluster_001_consensus
genomes/GCF_044057485.1.fna	MF6.fna	91.60	56.54	63.09	NZ_CP172005.1	cluster_001_consensus
genomes/GCF_054558305.1.fna	MF6.fna	91.60	58.54	63.04	NZ_AP045830.1	cluster_001_consensus
genomes/GCF_009755625.1.fna	MF6.fna	91.60	56.79	63.05	NZ_CP046607.1	cluster_001_consensus
genomes/GCF_007724625.1.fna	MF6.fna	91.60	54.65	63.08	NZ_CP042164.1	cluster_001_consensus
genomes/GCF_023053515.1.fna	MF6.fna	91.60	55.74	62.51	NZ_CP095496.1	cluster_001_consensus
genomes/GCF_029962485.1.fna	MF6.fna	91.60	61.96	61.22	NZ_CP073637.1	cluster_001_consensus
genomes/GCF_029633825.1.fna	MF6.fna	91.60	52.02	62.95	NZ_CP090640.1	cluster_001_consensus
genomes/GCF_001411495.1.fna	MF6.fna	91.54	56.64	62.51	NZ_CP012981.1	cluster_001_consensus
genomes/GCF_050632335.1.fna	MF6.fna	91.54	58.98	61.52	NZ_CP192552.1	cluster_001_consensus
genomes/GCF_016899445.1.fna	MF6.fna	91.54	60.49	62.49	NZ_CP041777.1	cluster_001_consensus
genomes/GCF_002209085.2.fna	MF6.fna	91.54	56.84	62.46	NZ_CP022083.2	cluster_001_consensus
genomes/GCF_051355645.1.fna	MF6.fna	91.54	53.81	59.93	NZ_CP195707.1	cluster_001_consensus
genomes/GCF_000012945.1.fna	MF6.fna	91.54	53.89	59.96	NC_007510.1	cluster_001_consensus
genomes/GCF_001029145.1.fna	MF6.fna	91.54	58.22	63.53	NZ_CP009743.1	cluster_001_consensus
genomes/GCF_050632305.1.fna	MF6.fna	91.54	59.02	61.56	NZ_CP192556.1	cluster_001_consensus
genomes/GCF_024661975.1.fna	MF6.fna	91.54	56.43	61.37	NZ_CP102482.1	cluster_001_consensus
genomes/GCF_029633805.1.fna	MF6.fna	91.54	55.03	62.54	NZ_CP090635.1	cluster_001_consensus
genomes/GCF_033675325.1.fna	MF6.fna	91.54	55.63	62.10	NZ_QXCU01000002.1	cluster_001_consensus
genomes/GCF_050632325.1.fna	MF6.fna	91.54	57.26	61.53	NZ_CP192560.1	cluster_001_consensus
genomes/GCF_003704285.1.fna	MF6.fna	91.54	60.95	63.87	NZ_CP013390.1	cluster_001_consensus
genomes/GCF_006094315.1.fna	MF6.fna	91.54	56.79	62.45	NZ_CP034553.1	cluster_001_consensus
genomes/GCF_009586235.1.fna	MF6.fna	91.54	57.96	62.19	NZ_CP045235.1	cluster_001_consensus
genomes/GCF_018223785.1.fna	MF6.fna	91.54	52.98	63.05	NZ_CP073664.1	cluster_001_consensus
genomes/GCF_029633645.1.fna	MF6.fna	91.54	60.85	64.10	NZ_CP090632.1	cluster_001_consensus
genomes/GCF_001718555.1.fna	MF6.fna	91.54	63.84	60.78	NZ_CP013401.1	cluster_001_consensus
genomes/GCF_019915365.1.fna	MF6.fna	91.54	56.80	60.92	NZ_CP082807.1	cluster_001_consensus
genomes/GCF_050632345.1.fna	MF6.fna	91.54	58.99	61.52	NZ_CP192563.1	cluster_001_consensus
genomes/GCF_025643515.1.fna	MF6.fna	91.54	56.51	62.80	NZ_CP102462.1	cluster_001_consensus
genomes/GCF_050632315.1.fna	MF6.fna	91.54	59.04	61.56	NZ_CP192545.1	cluster_001_consensus
genomes/GCF_047902435.1.fna	MF6.fna	91.54	55.36	62.13	NZ_CP138378.1	cluster_001_consensus
genomes/GCF_014854795.1.fna	MF6.fna	91.50	57.68	62.16	NZ_CP032009.1	cluster_001_consensus
genomes/GCF_048565265.1.fna	MF6.fna	91.50	56.17	61.49	NZ_CP183461.1	cluster_001_consensus
genomes/GCF_001742165.1.fna	MF6.fna	91.39	53.89	58.94	NZ_CP016442.1	cluster_001_consensus
genomes/GCF_021899435.1.fna	MF6.fna	91.39	48.06	58.24	NZ_CP091646.1	cluster_001_consensus
genomes/GCF_003711145.1.fna	MF6.fna	91.08	51.51	58.04	NZ_CP024943.1	cluster_001_consensus
genomes/GCF_003330765.1.fna	MF6.fna	91.08	58.50	60.05	NZ_CP024902.1	cluster_001_consensus
genomes/GCF_964265005.1.fna	MF6.fna	91.08	54.81	59.01	NZ_OZ183799.1	cluster_001_consensus
genomes/GCF_964265025.1.fna	MF6.fna	91.08	54.66	59.87	NZ_OZ183802.1	cluster_001_consensus
genomes/GCF_964264995.1.fna	MF6.fna	91.08	54.77	58.97	NZ_OZ183796.1	cluster_001_consensus
genomes/GCF_048627025.1.fna	MF6.fna	91.08	50.79	58.03	NZ_CP184468.1	cluster_001_consensus
genomes/GCF_964265015.1.fna	MF6.fna	91.08	50.37	58.19	NZ_OZ183805.1	cluster_001_consensus
genomes/GCF_964264985.1.fna	MF6.fna	91.03	58.17	58.19	NZ_OZ183792.1	cluster_001_consensus
genomes/GCF_016458785.1.fna	MF6.fna	90.99	65.05	52.57	NZ_CP066762.1	cluster_001_consensus
genomes/GCF_026683875.2.fna	MF6.fna	90.92	61.12	58.65	NZ_CP113275.2	cluster_001_consensus
genomes/GCF_026683855.2.fna	MF6.fna	90.92	61.13	58.67	NZ_CP113278.2	cluster_001_consensus
genomes/GCF_000203915.1.fna	MF6.fna	90.79	60.41	58.32	NC_008390.1	cluster_001_consensus
genomes/GCF_049913365.1.fna	MF6.fna	90.79	59.97	57.43	NZ_CP184381.1	cluster_001_consensus
genomes/GCF_001524645.2.fna	MF6.fna	90.79	59.32	55.15	NZ_CP013427.1	cluster_001_consensus
genomes/GCF_016127755.1.fna	MF6.fna	90.79	61.16	59.01	NZ_CP066037.1	cluster_001_consensus
genomes/GCF_000959545.1.fna	MF6.fna	90.79	61.08	58.97	NZ_CP009798.1	cluster_001_consensus
genomes/GCF_000292915.1.fna	MF6.fna	90.79	59.44	49.30	NC_018513.1	cluster_001_consensus
genomes/GCF_049942845.1.fna	MF6.fna	90.79	59.92	57.52	NZ_CP187967.1	cluster_001_consensus
genomes/GCF_020843905.1.fna	MF6.fna	90.77	59.82	56.94	NZ_CP086291.1	cluster_001_consensus
genomes/GCF_038782865.1.fna	MF6.fna	90.72	59.82	58.10	NZ_CP152370.1	cluster_001_consensus
genomes/GCF_026958255.1.fna	MF6.fna	90.67	60.27	57.22	NZ_CP092843.1	cluster_001_consensus
genomes/GCF_026683835.2.fna	MF6.fna	90.67	60.46	57.27	NZ_CP113272.2	cluster_001_consensus
genomes/GCF_020843985.1.fna	MF6.fna	90.67	60.12	57.77	NZ_CP086304.1	cluster_001_consensus
genomes/GCF_020843925.1.fna	MF6.fna	90.67	59.46	57.99	NZ_CP086297.1	cluster_001_consensus
genomes/GCF_001718835.1.fna	MF6.fna	90.67	46.96	48.20	NZ_CP013443.1	cluster_001_consensus
genomes/GCF_043193125.1.fna	MF6.fna	90.58	59.54	58.21	NZ_CP142981.1	cluster_001_consensus
genomes/GCF_016458805.1.fna	MF6.fna	90.58	60.25	49.88	NZ_CP066769.1	cluster_001_consensus
genomes/GCF_000019925.1.fna	MF6.fna	90.58	58.10	56.95	NC_010551.1	cluster_001_consensus
genomes/GCF_020843965.1.fna	MF6.fna	90.58	57.47	56.90	NZ_CP086301.1	cluster_001_consensus
genomes/GCF_005937855.2.fna	MF6.fna	90.58	60.00	56.80	NZ_CP042177.1	cluster_001_consensus
genomes/GCF_020843945.1.fna	MF6.fna	90.52	57.24	57.23	NZ_CP086294.1	cluster_001_consensus
genomes/GCF_001523915.2.fna	MF6.fna	90.52	57.85	52.89	NZ_CP013384.1	cluster_001_consensus
genomes/GCF_017514945.1.fna	MF6.fna	90.48	49.99	54.22	NZ_CP071825.1	cluster_001_consensus
genomes/GCF_003366075.1.fna	MF6.fna	90.48	51.55	52.91	NZ_CP028962.1	cluster_001_consensus
genomes/GCF_054166185.1.fna	MF6.fna	90.48	56.15	58.16	NZ_CM135122.1	cluster_001_consensus
genomes/GCF_017815595.1.fna	MF6.fna	90.36	63.17	46.09	NZ_CP072601.1	cluster_001_consensus
genomes/GCF_001718335.1.fna	MF6.fna	90.33	58.95	52.18	NZ_CP013366.1	cluster_001_consensus
genomes/GCF_001718795.1.fna	MF6.fna	90.16	58.74	49.82	NZ_CP013435.1	cluster_001_consensus
genomes/GCF_001718315.1.fna	MF6.fna	90.16	59.18	52.05	NZ_CP013362.1	cluster_001_consensus
genomes/GCF_044501195.1.fna	MF6.fna	90.08	48.16	53.24	NZ_CP162532.1	cluster_001_consensus
genomes/GCF_019930785.1.fna	MF6.fna	90.02	56.33	44.76	NZ_CP082882.1	cluster_001_consensus
genomes/GCF_017815615.1.fna	MF6.fna	90.02	59.28	49.91	NZ_CP072604.1	cluster_001_consensus
genomes/GCF_000974835.2.fna	MF6.fna	90.02	55.52	45.71	NZ_CP011301.1	cluster_001_consensus
genomes/GCF_003813045.1.fna	MF6.fna	89.97	55.97	46.00	NZ_CP033838.1	cluster_001_consensus
genomes/GCF_000764955.1.fna	MF6.fna	89.96	59.15	50.16	NZ_CP007781.1	cluster_001_consensus
genomes/GCF_020736245.1.fna	MF6.fna	89.94	55.56	45.68	NZ_CP085967.1	cluster_001_consensus
genomes/GCF_030848725.1.fna	MF6.fna	89.91	55.50	46.31	NZ_CP132922.1	cluster_001_consensus
genomes/GCF_016889205.1.fna	MF6.fna	89.85	55.59	45.69	NZ_CP069482.1	cluster_001_consensus
genomes/GCF_000959505.1.fna	MF6.fna	89.83	55.40	45.53	NZ_CP009795.1	cluster_001_consensus
genomes/GCF_053153985.1.fna	MF6.fna	89.77	48.13	43.74	NZ_CP195304.1	cluster_001_consensus
genomes/GCF_000959445.1.fna	MF6.fna	89.75	50.03	44.46	NZ_CP009631.1	cluster_001_consensus
genomes/GCF_003019945.1.fna	MF6.fna	89.72	50.22	44.63	NZ_CP020394.1	cluster_001_consensus
genomes/GCF_001718415.1.fna	MF6.fna	89.71	48.78	49.77	NZ_CP013378.1	cluster_001_consensus
genomes/GCF_000262695.1.fna	MF6.fna	89.70	51.68	43.94	NC_017920.1	cluster_001_consensus
genomes/GCF_013822785.1.fna	MF6.fna	89.66	48.36	44.08	NZ_CP053609.1	cluster_001_consensus
genomes/GCF_001718915.1.fna	MF6.fna	89.64	50.07	44.25	NZ_CP013453.1	cluster_001_consensus
genomes/GCF_030078435.1.fna	MF6.fna	89.62	50.93	44.02	NZ_CP120730.1	cluster_001_consensus
genomes/GCF_020099355.1.fna	MF6.fna	89.62	49.79	44.25	NZ_CP083654.1	cluster_001_consensus
genomes/GCF_022213445.1.fna	MF6.fna	89.60	48.89	44.01	NZ_CP091983.1	cluster_001_consensus
genomes/GCF_001718495.1.fna	MF6.fna	89.59	50.03	43.72	NZ_CP013393.1	cluster_001_consensus
genomes/GCF_000755725.1.fna	MF6.fna	89.55	46.98	48.47	NZ_CP007783.1	cluster_001_consensus
genomes/GCF_023373725.1.fna	MF6.fna	89.54	51.81	43.89	NZ_CP090786.1	cluster_001_consensus
genomes/GCF_001718775.1.fna	MF6.fna	89.53	49.57	43.45	NZ_CP013433.1	cluster_001_consensus
genomes/GCF_001718815.1.fna	MF6.fna	89.44	51.22	44.43	NZ_CP013439.1	cluster_001_consensus
genomes/GCF_017165515.1.fna	MF6.fna	89.16	50.36	41.96	NZ_CP048454.1	cluster_001_consensus
genomes/GCF_023374395.1.fna	MF6.fna	89.16	52.09	41.89	NZ_CP090687.1	cluster_001_consensus
genomes/GCF_003019965.1.fna	MF6.fna	89.15	51.15	41.47	NZ_CP020397.1	cluster_001_consensus
genomes/GCF_023374495.1.fna	MF6.fna	89.15	50.18	40.39	NZ_CP090701.1	cluster_001_consensus
genomes/GCF_023374655.1.fna	MF6.fna	89.14	51.19	40.95	NZ_CP090728.1	cluster_001_consensus
genomes/GCF_023374435.1.fna	MF6.fna	89.14	48.82	42.17	NZ_CP090692.1	cluster_001_consensus
genomes/GCF_000959525.1.fna	MF6.fna	89.11	50.95	41.31	NZ_CP009832.1	cluster_001_consensus
genomes/GCF_017165495.1.fna	MF6.fna	89.11	50.18	41.80	NZ_CP048451.1	cluster_001_consensus
genomes/GCF_017165195.1.fna	MF6.fna	89.10	50.63	42.19	NZ_CP048445.1	cluster_001_consensus
genomes/GCF_017165175.1.fna	MF6.fna	89.10	48.67	41.85	NZ_CP048441.1	cluster_001_consensus
genomes/GCF_017165475.1.fna	MF6.fna	89.09	50.34	41.94	NZ_CP048448.1	cluster_001_consensus
genomes/GCF_023374375.1.fna	MF6.fna	89.09	49.33	42.73	NZ_CP090682.1	cluster_001_consensus
genomes/GCF_023374455.1.fna	MF6.fna	89.08	51.51	41.30	NZ_CP090695.1	cluster_001_consensus
genomes/GCF_023374755.1.fna	MF6.fna	89.08	51.12	41.36	NZ_CP090746.1	cluster_001_consensus
genomes/GCF_023373685.1.fna	MF6.fna	89.08	51.21	41.43	NZ_CP090782.1	cluster_001_consensus
genomes/GCF_023374895.1.fna	MF6.fna	89.07	52.02	41.74	NZ_CP090770.1	cluster_001_consensus
genomes/GCF_023374355.1.fna	MF6.fna	89.07	50.25	41.14	NZ_CP090680.1	cluster_001_consensus
genomes/GCF_023374635.1.fna	MF6.fna	89.05	51.16	41.66	NZ_CP090724.1	cluster_001_consensus
genomes/GCF_009730175.1.fna	MF6.fna	89.05	50.27	42.03	NZ_CP046341.1	cluster_001_consensus
genomes/GCF_017165535.1.fna	MF6.fna	89.05	50.47	42.06	NZ_CP048457.1	cluster_001_consensus
genomes/GCF_017165555.1.fna	MF6.fna	89.04	49.84	41.99	NZ_CP048460.1	cluster_001_consensus
genomes/GCF_023374575.1.fna	MF6.fna	89.04	48.71	41.35	NZ_CP090714.1	cluster_001_consensus
genomes/GCF_023374315.1.fna	MF6.fna	89.03	51.52	41.39	NZ_CP090673.1	cluster_001_consensus
genomes/GCF_023373665.1.fna	MF6.fna	89.03	51.86	41.96	NZ_CP090779.1	cluster_001_consensus
genomes/GCF_001718695.1.fna	MF6.fna	89.03	48.51	41.59	NZ_CP013420.1	cluster_001_consensus
genomes/GCF_025643495.1.fna	MF6.fna	89.02	50.27	41.62	NZ_CP102458.1	cluster_001_consensus
genomes/GCF_003812365.1.fna	MF6.fna	89.02	50.63	41.52	NZ_CP033748.1	cluster_001_consensus
genomes/GCF_003812585.1.fna	MF6.fna	89.02	49.51	42.25	NZ_CP033745.1	cluster_001_consensus
genomes/GCF_001718995.1.fna	MF6.fna	89.01	46.99	41.25	NZ_CP013467.1	cluster_001_consensus
genomes/GCF_036362805.1.fna	MF6.fna	89.01	51.74	41.23	NZ_CP143589.1	cluster_001_consensus
genomes/GCF_023374815.1.fna	MF6.fna	89.00	50.94	41.49	NZ_CP090757.1	cluster_001_consensus
genomes/GCF_023374795.1.fna	MF6.fna	89.00	50.55	41.30	NZ_CP090753.1	cluster_001_consensus
