family	n_genomes	n_members	is_core	is_single_copy_core	genomes	members
GCF_016899425.1|KEDGBJ_05985	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_05985;GCF_053038975.1|AHCKDM_06689;GCF_053209605.1|GFFINM_06692;GCF_905400185.1|DKPOPA_07048;MF6|CFFIHE_04239;MF7|EFEKAH_00081
GCF_016899425.1|KEDGBJ_05986	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_05986;GCF_053038975.1|AHCKDM_06690;GCF_053209605.1|GFFINM_06693;GCF_905400185.1|DKPOPA_07049;MF6|CFFIHE_04240;MF7|EFEKAH_00080
GCF_016899425.1|KEDGBJ_05987	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_05987;GCF_053038975.1|AHCKDM_06691;GCF_053209605.1|GFFINM_06694;GCF_905400185.1|DKPOPA_07050;MF6|CFFIHE_04241;MF7|EFEKAH_00079
GCF_016899425.1|KEDGBJ_05988	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_05988;GCF_053038975.1|AHCKDM_06692;GCF_053209605.1|GFFINM_06695;GCF_905400185.1|DKPOPA_07051;MF6|CFFIHE_04242;MF7|EFEKAH_00078
GCF_016899425.1|KEDGBJ_05989	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_05989;GCF_053038975.1|AHCKDM_06693;GCF_053209605.1|GFFINM_06696;GCF_905400185.1|DKPOPA_07052;MF6|CFFIHE_04243;MF7|EFEKAH_00077
GCF_016899425.1|KEDGBJ_05990	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_05990;GCF_053038975.1|AHCKDM_06694;GCF_053209605.1|GFFINM_06697;GCF_905400185.1|DKPOPA_07053;MF6|CFFIHE_04244;MF7|EFEKAH_00076
GCF_016899425.1|KEDGBJ_05991	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_05991;GCF_053038975.1|AHCKDM_06695;GCF_053209605.1|GFFINM_06698;GCF_905400185.1|DKPOPA_07054;MF6|CFFIHE_04245;MF7|EFEKAH_00075
GCF_016899425.1|KEDGBJ_05992	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_05992;GCF_053038975.1|AHCKDM_06696;GCF_053209605.1|GFFINM_06699;GCF_905400185.1|DKPOPA_07055;MF6|CFFIHE_04246;MF7|EFEKAH_00074
GCF_016899425.1|KEDGBJ_05995	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_05995;GCF_053038975.1|AHCKDM_06699;GCF_053209605.1|GFFINM_06702;GCF_905400185.1|DKPOPA_07058;MF6|CFFIHE_04249;MF7|EFEKAH_00071
GCF_016899425.1|KEDGBJ_05996	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_05996;GCF_053038975.1|AHCKDM_06700;GCF_053209605.1|GFFINM_06703;GCF_905400185.1|DKPOPA_07059;MF6|CFFIHE_04250;MF7|EFEKAH_00070
GCF_016899425.1|KEDGBJ_05997	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_05997;GCF_053038975.1|AHCKDM_06701;GCF_053209605.1|GFFINM_06704;GCF_905400185.1|DKPOPA_07060;MF6|CFFIHE_04251;MF7|EFEKAH_00069
GCF_016899425.1|KEDGBJ_05998	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_05998;GCF_905400185.1|DKPOPA_07061;MF6|CFFIHE_04252;MF7|EFEKAH_00068
GCF_016899425.1|KEDGBJ_05999	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_05999;GCF_905400185.1|DKPOPA_07062;MF6|CFFIHE_04253;MF7|EFEKAH_00067
GCF_016899425.1|KEDGBJ_06000	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06000;GCF_905400185.1|DKPOPA_07063;MF6|CFFIHE_04254;MF7|EFEKAH_00066
GCF_016899425.1|KEDGBJ_06002	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06002;GCF_905400185.1|DKPOPA_07065;MF6|CFFIHE_04256;MF7|EFEKAH_00064
GCF_016899425.1|KEDGBJ_06003	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06003;GCF_053038975.1|AHCKDM_06704;GCF_053209605.1|GFFINM_06707;GCF_905400185.1|DKPOPA_07066;MF6|CFFIHE_04257;MF7|EFEKAH_00063
GCF_016899425.1|KEDGBJ_06005	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06005;GCF_053038975.1|AHCKDM_06706;GCF_053209605.1|GFFINM_06709;GCF_905400185.1|DKPOPA_07068;MF6|CFFIHE_04259;MF7|EFEKAH_00061
GCF_016899425.1|KEDGBJ_06006	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06006;GCF_053038975.1|AHCKDM_06707;GCF_053209605.1|GFFINM_06710;GCF_905400185.1|DKPOPA_07069;MF6|CFFIHE_04260;MF7|EFEKAH_00060
GCF_016899425.1|KEDGBJ_06007	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06007;GCF_905400185.1|DKPOPA_07070;MF6|CFFIHE_04261;MF7|EFEKAH_00059
GCF_016899425.1|KEDGBJ_06008	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06008;GCF_053038975.1|AHCKDM_06709;GCF_053209605.1|GFFINM_06712;GCF_905400185.1|DKPOPA_07071;MF6|CFFIHE_04262;MF7|EFEKAH_00058
GCF_016899425.1|KEDGBJ_06009	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06009;GCF_905400185.1|DKPOPA_07072;MF6|CFFIHE_04263;MF7|EFEKAH_00057
GCF_016899425.1|KEDGBJ_06010	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06010;GCF_905400185.1|DKPOPA_07073;MF6|CFFIHE_04264;MF7|EFEKAH_00056
GCF_016899425.1|KEDGBJ_06011	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06011;GCF_905400185.1|DKPOPA_07074;MF6|CFFIHE_04265;MF7|EFEKAH_00055
GCF_016899425.1|KEDGBJ_06012	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06012;GCF_905400185.1|DKPOPA_07075;MF6|CFFIHE_04266;MF7|EFEKAH_00054
GCF_016899425.1|KEDGBJ_06013	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06013;GCF_905400185.1|DKPOPA_07076;MF6|CFFIHE_04267;MF7|EFEKAH_00053
GCF_016899425.1|KEDGBJ_06014	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06014;GCF_905400185.1|DKPOPA_07077;MF6|CFFIHE_04268;MF7|EFEKAH_00052
GCF_016899425.1|KEDGBJ_06015	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06015;GCF_905400185.1|DKPOPA_07078;MF6|CFFIHE_04269;MF7|EFEKAH_00051
GCF_016899425.1|KEDGBJ_06016	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06016;GCF_053038975.1|AHCKDM_06408;GCF_053209605.1|GFFINM_06410;GCF_905400185.1|DKPOPA_07079;MF6|CFFIHE_04270;MF7|EFEKAH_00050
GCF_016899425.1|KEDGBJ_06017	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06017;GCF_053038975.1|AHCKDM_06406;GCF_053209605.1|GFFINM_06408;GCF_905400185.1|DKPOPA_07080;MF6|CFFIHE_04271;MF7|EFEKAH_00049
GCF_016899425.1|KEDGBJ_06018	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06018;GCF_905400185.1|DKPOPA_07081;MF6|CFFIHE_04272;MF7|EFEKAH_00048
GCF_016899425.1|KEDGBJ_06020	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06020;GCF_905400185.1|DKPOPA_07083;MF6|CFFIHE_04274;MF7|EFEKAH_00046
GCF_016899425.1|KEDGBJ_06021	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06021;GCF_053038975.1|AHCKDM_06402;GCF_053209605.1|GFFINM_06404;GCF_905400185.1|DKPOPA_07084;MF6|CFFIHE_04275;MF7|EFEKAH_00045
GCF_016899425.1|KEDGBJ_06022	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06022;GCF_905400185.1|DKPOPA_07085;MF6|CFFIHE_04276;MF7|EFEKAH_00044
GCF_016899425.1|KEDGBJ_06023	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06023;GCF_905400185.1|DKPOPA_07086;MF6|CFFIHE_04277;MF7|EFEKAH_00043
GCF_016899425.1|KEDGBJ_06024	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06024;GCF_053038975.1|AHCKDM_06399;GCF_053209605.1|GFFINM_06401;GCF_905400185.1|DKPOPA_07087;MF6|CFFIHE_04278;MF7|EFEKAH_00042
GCF_016899425.1|KEDGBJ_06025	1	1	0	0	GCF_016899425.1	GCF_016899425.1|KEDGBJ_06025
GCF_016899425.1|KEDGBJ_06026	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06026;GCF_905400185.1|DKPOPA_07089;MF6|CFFIHE_04280;MF7|EFEKAH_00040
GCF_016899425.1|KEDGBJ_06027	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06027;GCF_905400185.1|DKPOPA_07090;MF6|CFFIHE_04281;MF7|EFEKAH_00039
GCF_016899425.1|KEDGBJ_06028	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06028;GCF_905400185.1|DKPOPA_07091;MF6|CFFIHE_04282;MF7|EFEKAH_00038
GCF_016899425.1|KEDGBJ_06029	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06029;GCF_905400185.1|DKPOPA_07092;MF6|CFFIHE_04283;MF7|EFEKAH_00037
GCF_016899425.1|KEDGBJ_06030	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06030;GCF_905400185.1|DKPOPA_07093;MF6|CFFIHE_04284;MF7|EFEKAH_00036
GCF_016899425.1|KEDGBJ_06031	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06031;GCF_905400185.1|DKPOPA_07094;MF6|CFFIHE_04285;MF7|EFEKAH_00035
GCF_016899425.1|KEDGBJ_06032	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06032;GCF_905400185.1|DKPOPA_07095;MF6|CFFIHE_04286
GCF_016899425.1|KEDGBJ_06033	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06033;GCF_905400185.1|DKPOPA_07096;MF6|CFFIHE_04287;MF7|EFEKAH_00034
GCF_016899425.1|KEDGBJ_06034	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06034;GCF_905400185.1|DKPOPA_07097;MF6|CFFIHE_04288;MF7|EFEKAH_00033
GCF_016899425.1|KEDGBJ_06035	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06035;GCF_905400185.1|DKPOPA_07099;MF6|CFFIHE_04289;MF7|EFEKAH_00032
GCF_016899425.1|KEDGBJ_06036	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06036;GCF_905400185.1|DKPOPA_07100;MF6|CFFIHE_04290;MF7|EFEKAH_00031
GCF_016899425.1|KEDGBJ_06037	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06037;GCF_905400185.1|DKPOPA_07101;MF6|CFFIHE_04291;MF7|EFEKAH_00030
GCF_016899425.1|KEDGBJ_06038	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06038;GCF_905400185.1|DKPOPA_07102;MF6|CFFIHE_04292;MF7|EFEKAH_00029
GCF_016899425.1|KEDGBJ_06039	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06039;GCF_905400185.1|DKPOPA_07103;MF6|CFFIHE_04293;MF7|EFEKAH_00028
GCF_016899425.1|KEDGBJ_06040	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06040;GCF_905400185.1|DKPOPA_07104;MF6|CFFIHE_04294;MF7|EFEKAH_00027
GCF_016899425.1|KEDGBJ_06041	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06041;GCF_905400185.1|DKPOPA_07105;MF6|CFFIHE_04295;MF7|EFEKAH_00026
GCF_016899425.1|KEDGBJ_06042	4	8	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06042;GCF_016899425.1|KEDGBJ_06929;GCF_905400185.1|DKPOPA_06974;GCF_905400185.1|DKPOPA_07106;MF6|CFFIHE_04164;MF6|CFFIHE_04296;MF7|EFEKAH_00025;MF7|EFEKAH_00156
GCF_016899425.1|KEDGBJ_06043	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06043;GCF_905400185.1|DKPOPA_07107;MF6|CFFIHE_04297;MF7|EFEKAH_00024
GCF_016899425.1|KEDGBJ_06044	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06044;GCF_905400185.1|DKPOPA_07108;MF6|CFFIHE_04298;MF7|EFEKAH_00023
GCF_016899425.1|KEDGBJ_06045	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06045;GCF_053038975.1|AHCKDM_06802;GCF_053209605.1|GFFINM_06805;GCF_905400185.1|DKPOPA_07109;MF6|CFFIHE_04299;MF7|EFEKAH_00022
GCF_016899425.1|KEDGBJ_06047	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06047;GCF_053038975.1|AHCKDM_06804;GCF_053209605.1|GFFINM_06807;GCF_905400185.1|DKPOPA_07111;MF6|CFFIHE_04301;MF7|EFEKAH_00020
GCF_016899425.1|KEDGBJ_06048	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06048;GCF_053038975.1|AHCKDM_06805;GCF_053209605.1|GFFINM_06808;GCF_905400185.1|DKPOPA_07112;MF6|CFFIHE_04302;MF7|EFEKAH_00019
GCF_016899425.1|KEDGBJ_06049	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06049;GCF_053038975.1|AHCKDM_06806;GCF_053209605.1|GFFINM_06809;GCF_905400185.1|DKPOPA_07113;MF6|CFFIHE_04303;MF7|EFEKAH_00018
GCF_016899425.1|KEDGBJ_06050	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06050;GCF_053038975.1|AHCKDM_06807;GCF_053209605.1|GFFINM_06810;GCF_905400185.1|DKPOPA_07114;MF6|CFFIHE_04304;MF7|EFEKAH_00017
GCF_016899425.1|KEDGBJ_06051	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06051;GCF_053038975.1|AHCKDM_06808;GCF_053209605.1|GFFINM_06811;GCF_905400185.1|DKPOPA_07115;MF6|CFFIHE_04305;MF7|EFEKAH_00016
GCF_016899425.1|KEDGBJ_06052	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06052;GCF_053038975.1|AHCKDM_06809;GCF_053209605.1|GFFINM_06812;GCF_905400185.1|DKPOPA_07116;MF6|CFFIHE_04306;MF7|EFEKAH_00015
GCF_016899425.1|KEDGBJ_06053	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06053;GCF_053038975.1|AHCKDM_06810;GCF_053209605.1|GFFINM_06813;GCF_905400185.1|DKPOPA_07117;MF6|CFFIHE_04307;MF7|EFEKAH_00014
