GCF_037478055.1	0.5403
GCF_009586235.1	0.2445
GCF_003606245.1	0.2398
GCF_001729545.1	0.2473
GCF_003445415.1	0.2403
GCF_939576165.1	0.2462
GCF_022879595.1	0.2716
GCF_023374515.1	0.2453
GCF_018228585.1	0.2401
GCF_003704285.1	0.2440
GCF_001577465.1	0.4799
GCF_008728255.1	0.2401
GCF_984669335.1	0.2449
GCF_984669265.1	0.2442
GCF_038983225.1	0.2398
GCF_017378355.1	0.2589
GCF_001522105.2	0.2394
GCF_013426915.1	0.2469
GCF_019915365.1	0.2546
GCF_001980585.2	0.2420
GCF_023373725.1	0.2436
GCF_052855605.1	0.2401
GCF_000755845.1	0.2517
GCF_028462305.2	0.2445
GCF_000959325.1	0.2401
GCF_056867595.1	0.5401
GCF_002209085.2	0.2451
GCF_001606135.1	0.2432
GCF_003366075.1	0.2437
GCF_002110965.1	0.2406
GCF_004367665.1	0.2406
GCF_003330745.1	0.2432
GCF_005280735.1	0.3963
GCF_055387925.1	0.2461
GCF_029633825.1	0.2459
GCF_024664075.1	0.2448
GCF_002111225.1	0.2436
GCF_002111105.1	0.2409
GCF_005853645.1	0.2475
GCF_001411495.1	0.2450
GCF_001718315.1	0.2440
GCF_055391905.1	0.2394
GCF_024662615.1	0.2437
GCF_000755965.1	0.2401
GCF_053153985.1	0.2433
GCF_905400185.1	0.2443
GCF_000567905.1	0.2394
GCF_023374535.1	0.2451
GCF_003966315.1	0.2441
GCF_964265005.1	0.2441
GCF_008728375.1	0.2401
GCF_058448765.1	0.2428
GCF_984667665.1	0.2443
GCF_000262695.1	0.2441
GCF_057005415.2	0.2440
GCF_053209605.1	0.2449
GCF_001975125.1	0.2402
GCF_030848725.1	0.2455
GCF_023374595.1	0.2468
GCF_009789675.1	0.2614
GCF_016899425.1	0.2450
GCF_047127275.1	0.2438
GCF_002111205.1	0.2394
GCF_000755945.1	0.2403
GCF_016027435.1	0.2392
GCF_009789655.1	0.2571
GCF_002356275.1	0.2442
GCF_001718295.1	0.2390
GCF_059622985.1	0.2423
GCF_014854795.1	0.2465
GCF_040735455.1	0.2469
GCF_052855305.1	0.2405
GCF_054187845.1	0.2414
GCF_001718355.1	0.2450
GCF_000959205.1	0.2403
GCF_000959405.1	0.2445
GCF_001695735.1	0.2428
GCF_033870355.1	0.5346
GCF_053348855.1	0.2438
GCF_000756185.1	0.2405
GCF_023374835.1	0.2455
GCA_020887275.1	0.2675
GCF_016458805.1	0.2458
GCF_003020185.1	0.2392
GCF_024664275.1	0.2425
GCF_056847505.1	0.5398
GCF_965211595.1	0.2397
GCF_024664055.1	0.2426
GCF_000835205.1	0.2410
GCF_014263355.1	0.2515
GCF_965201125.1	0.2401
GCF_000013645.1	0.2399
GCF_000706745.1	0.2398
GCF_001634365.1	0.2427
GCF_965211575.1	0.2398
GCF_033870375.1	0.2438
GCF_002346065.1	0.2522
GCF_034424545.1	0.6757
GCF_018771365.1	0.2409
GCF_002902945.1	0.2384
GCF_024760585.1	0.3902
GCF_002007585.1	0.2460
GCF_001523745.2	0.2410
GCF_017378195.1	0.2428
GCF_004348055.1	0.2405
GCF_033391855.2	0.2391
GCF_037478045.1	0.5407
GCF_023374895.1	0.2449
GCF_042604595.1	0.2420
GCF_902459535.1	0.2413
GCF_003812365.1	0.2456
GCF_051560065.1	0.2425
GCF_024664015.1	0.2436
GCF_000194745.1	0.2412
GCF_984667975.1	0.2452
GCF_000019505.1	0.2442
GCF_057612605.2	0.3231
GCF_009938265.1	0.2692
GCF_023374615.1	0.2454
GCF_022879575.1	0.2666
GCF_000959545.1	0.2442
GCF_965199625.1	0.2401
GCF_056783395.1	0.2444
GCF_052858755.1	0.2390
GCF_000756125.1	0.2391
GCF_024663995.1	0.2427
GCF_021899435.1	0.2482
GCF_000755985.1	0.2398
GCF_044057485.1	0.2441
GCF_031585635.1	0.2403
GCF_001887555.1	0.2411
GCF_059089405.1	0.2444
GCF_051124805.1	0.2514
GCF_965199435.1	0.2397
GCF_001718995.1	0.2455
GCF_002111285.1	0.2423
GCF_056270685.1	0.3119
GCF_001484665.1	0.2442
GCF_033675305.1	0.2453
GCF_003330825.1	0.2441
GCF_001411805.1	0.2404
GCF_984668265.1	0.2445
GCF_048688115.1	0.2406
GCF_057748135.1	0.3120
GCF_000015905.1	0.2399
GCF_000015925.1	0.2391
GCF_024123895.1	0.2392
GCF_000974835.2	0.2442
GCF_000756045.1	0.2400
GCF_001887575.1	0.2410
GCF_017378235.1	0.2613
GCF_002346185.1	0.3656
GCF_008728275.1	0.2420
GCF_024664155.1	0.2440
GCF_030297235.1	0.2410
GCF_024662435.1	0.2430
GCF_054558305.1	0.2441
GCF_001029145.1	0.5610
GCF_000016205.1	0.2430
GCF_000755865.1	0.2467
GCF_984669565.1	0.2443
GCF_054166265.1	0.2403
GCF_000764575.1	0.2403
GCF_050500075.1	0.2542
GCF_003812965.1	0.2448
GCF_054955335.1	0.2441
GCF_048917665.1	0.2542
GCF_000765375.1	0.2400
GCF_023374875.1	0.2462
GCF_052855985.1	0.2398
GCF_000755805.1	0.2441
GCF_003330785.1	0.2391
GCF_023374775.1	0.2448
GCA_017356725.2	0.2413
GCF_029962485.1	0.2461
GCF_017165195.1	0.2452
GCF_000959185.1	0.2408
GCF_002860065.1	0.2397
GCF_041205585.2	0.2446
GCF_016128195.1	0.2404
GCF_017165555.1	0.2459
GCF_023374355.1	0.2456
GCF_000757035.2	0.2402
GCF_047902435.1	0.2441
GCF_017378435.1	0.2406
GCF_009730175.1	0.2446
GCF_009755625.1	0.2441
GCF_019930785.1	0.2447
GCF_030297295.1	0.2408
GCF_052857935.1	0.2389
GCF_002111305.1	0.2396
GCF_005862325.1	0.2530
GCF_984669685.1	0.2445
GCF_000954175.1	0.2396
GCF_000015465.1	0.2442
GCF_009730195.1	0.2452
GCF_025560745.1	0.2447
GCF_030297315.1	0.2410
GCF_001718595.1	0.2395
GCF_050990585.1	0.2404
GCF_002110945.1	0.2397
GCF_964265025.1	0.2442
GCF_017165495.1	0.2455
GCF_000953095.1	0.2401
GCF_017165515.1	0.2454
GCF_038723655.1	0.2452
GCF_001999885.1	0.2445
GCF_002346165.1	0.2467
GCF_022879815.1	0.2671
GCF_000567945.1	0.2410
GCF_028473685.1	0.2421
GCF_040215475.1	0.2441
GCF_965199385.1	0.2397
GCF_001449005.1	0.2386
GCF_000015625.1	0.2443
GCF_057439935.1	0.2445
GCF_002843645.1	0.2404
GCF_004367705.1	0.2401
GCF_001718495.1	0.2442
GCF_017514945.1	0.2438
GCF_018228345.1	0.2408
GCF_056868365.1	0.5425
GCF_024760625.1	0.2437
GCF_001718795.1	0.2436
GCA_965199415.1	0.2587
GCF_048917685.1	0.2421
GCF_022213445.1	0.2439
GCF_000203915.1	0.2440
GCF_964264985.1	0.2454
GCF_045345775.1	0.2462
GCF_033870395.1	0.2439
GCF_037101275.1	0.2444
GCF_003547015.1	0.2459
GCA_024298805.1	0.2806
GCF_024664195.1	0.2439
GCF_000236215.2	0.2460
GCF_016458785.1	0.2442
GCF_023374315.1	0.2448
GCF_026683855.2	0.2439
GCF_003019945.1	0.2435
GCF_050627395.1	0.2396
GCF_003713105.1	0.2411
GCF_018223805.1	0.2444
GCF_984667675.1	0.3925
GCF_055397325.1	0.2390
GCF_002346085.1	0.2464
GCF_011039955.1	0.3791
GCF_003233675.1	0.2441
GCF_023374375.1	0.2473
GCF_000959725.1	0.2412
GCF_024662895.1	0.2440
GCF_025244785.1	0.2416
GCF_000764595.1	0.2395
GCF_052854885.1	0.2406
GCF_002345985.1	0.2500
GCF_051355645.1	0.2459
GCF_053760385.1	0.3810
GCF_030644525.1	0.2410
GCF_030412785.1	0.2401
GCF_001318245.1	0.2413
GCF_001718395.1	0.2445
GCF_002407525.2	0.2454
GCF_984668355.1	0.2449
GCF_050632305.1	0.2462
GCF_023374815.1	0.2446
GCF_984669585.1	0.2446
GCF_023374695.1	0.2458
GCF_041070875.1	0.2448
GCF_964261745.1	0.2693
GCF_050813845.1	0.2482
GCA_965217245.1	0.2583
GCF_046773525.1	0.2436
GCF_000959485.1	0.2488
GCF_984671675.1	0.2452
GCF_000019925.1	0.2436
GCF_003547035.1	0.2421
GCF_023374635.1	0.2454
GCA_965199775.1	0.2399
GCA_964417475.2	0.2409
GCF_001865575.2	0.2423
GCF_054166145.1	0.2480
GCF_002346125.1	0.2551
GCF_000755725.1	0.2447
GCF_000012785.1	0.2400
GCF_029590335.1	0.2442
GCF_020099355.1	0.2435
GCF_980300905.1	0.2413
GCF_902141795.1	0.2421
GCF_040361905.1	0.2379
GCF_051560145.1	0.2401
GCF_023170545.1	0.2656
GCF_002111385.1	0.2392
GCA_048918525.1	0.2511
GCF_001718535.1	0.2444
GCF_009749345.1	0.2459
GCF_028201395.1	0.2427
GCF_984669325.1	0.2453
GCF_001523915.2	0.2451
GCF_020843965.1	0.2446
GCF_001999785.1	0.2443
GCF_000757015.2	0.2400
GCF_030297275.1	0.2405
GCF_002111325.1	0.2394
GCF_980295165.1	0.2405
GCF_048627025.1	0.2445
GCF_018223765.1	0.2445
GCF_024381035.2	0.2449
GCF_030297335.1	0.2397
GCF_000520895.1	0.2415
GCF_047497165.1	0.2467
GCF_001522135.2	0.2409
GCF_013307145.1	0.2509
GCF_001028665.1	0.2442
GCF_051125205.1	0.2515
GCF_028657905.1	0.3478
GCF_003546465.1	0.2451
GCF_036837415.1	0.2418
GCF_050613135.1	0.2444
GCF_984669415.1	0.2445
GCF_023374395.1	0.2448
GCF_003020025.1	0.2398
GCF_000567925.1	0.2402
GCF_037477895.1	0.5427
GCF_002386205.1	0.2418
GCF_023373645.1	0.2457
GCF_000701165.1	0.2444
GCF_000402035.1	0.2760
GCF_013378095.1	0.2389
GCF_000959285.1	0.2437
GCF_014357995.1	0.2447
GCF_024664255.1	0.2428
GCF_000755905.1	0.2403
GCF_024664115.1	0.2430
GCF_001718415.1	0.2450
GCF_000236065.1	0.2677
GCF_984668195.1	0.2449
GCF_054166185.1	0.2453
GCF_003330805.1	0.2383
GCF_039621805.1	0.2383
GCF_042604585.1	0.2415
GCF_016774495.1	0.2494
GCF_000705535.2	0.2443
GCF_001718775.1	0.2445
GCF_000959305.1	0.2400
GCF_000522545.2	0.2386
GCF_004348075.1	0.2409
GCF_003330765.1	0.2442
GCF_052856205.1	0.2393
GCF_030297215.1	0.2400
GCF_023374455.1	0.2453
GCF_008728355.1	0.2401
GCF_045862465.1	0.2413
GCF_001999825.1	0.2447
GCF_043193125.1	0.2435
GCF_001718975.1	0.2473
GCF_965199545.1	0.2399
GCF_001522585.2	0.2444
GCF_965199425.1	0.2401
GCF_017165535.1	0.2464
GCF_003614815.1	0.2427
GCF_003613595.1	0.2436
GCF_000020125.1	0.2397
GCF_000294635.1	0.2398
GCF_001611015.1	0.2393
GCF_965199515.1	0.2397
GCF_024664175.1	0.2440
GCF_048565265.1	0.2437
GCF_000959445.1	0.2439
GCF_052854015.1	0.2406
GCF_026651625.1	0.2429
GCA_051027405.1	0.2402
GCF_006094315.1	0.2450
GCF_002097715.1	0.2483
GCF_002902965.1	0.2389
GCF_038452255.1	0.2449
GCF_004323015.1	0.2422
GCF_001718655.1	0.2447
GCF_017165475.1	0.2455
GCF_001885195.1	0.2408
GCF_000959605.1	0.2394
GCF_965199405.1	0.2404
GCF_000198775.1	0.5469
GCF_003813045.1	0.2443
GCF_000828875.1	0.2677
GCF_965199835.1	0.2400
GCF_002111265.1	0.2403
GCF_002208175.1	0.2433
GCF_000756005.1	0.2443
GCF_055397665.1	0.2453
GCF_024663015.1	0.2428
GCF_020736245.1	0.2445
GCF_030297355.1	0.2423
GCF_018228385.1	0.2408
GCF_024600575.1	0.2499
GCF_024664135.1	0.2441
GCF_001718955.1	0.2448
GCF_001524625.2	0.2406
GCF_008728295.1	0.2401
GCF_000521645.1	0.2408
GCF_000959365.1	0.2405
GCF_029910195.1	0.2441
GCF_008728335.1	0.2401
GCF_000020045.1	0.2390
GCF_030297195.1	0.2401
GCF_000022645.2	0.2429
GCF_051125215.1	0.2507
GCA_056494915.1	0.5555
GCF_020544345.1	0.2421
GCF_056880615.1	0.5408
GCF_984671695.1	0.2447
GCF_017815595.1	0.2433
GCF_025643495.1	0.2476
GCF_001718575.1	0.2437
GCF_000511915.1	0.2417
GCF_001718895.1	0.2441
GCF_036839165.1	0.2416
GCF_002111125.1	0.2397
GCF_024662415.1	0.2426
GCF_001718755.1	0.2439
GCF_000012945.1	0.2459
GCF_038050405.1	0.2446
GCF_965199455.1	0.2397
GCF_024662735.1	0.2440
GCF_000203955.1	0.2437
GCF_984667945.1	0.2445
GCF_018228605.1	0.2408
GCF_051560125.1	0.2401
GCF_029910215.1	0.2442
GCF_056868375.1	0.5406
GCF_053470105.1	0.2418
GCF_031356765.1	0.2400
GCF_025643515.1	0.2446
GCF_052854605.1	0.2406
GCF_008728315.1	0.2402
GCF_009191525.1	0.2447
GCF_016027455.1	0.2407
GCF_017165175.1	0.2459
GCF_036362805.1	0.2462
GCF_039848545.1	0.2448
GCF_984669705.1	0.2440
GCF_003076415.1	0.2456
GCF_029633805.1	0.2494
GCF_965202565.1	0.2419
GCF_000439695.1	0.2394
GCF_001524645.2	0.2442
GCF_049177125.1	0.2440
GCF_018228525.1	0.2408
GCF_002111345.1	0.2396
GCF_002346025.1	0.2499
GCF_000756085.1	0.2403
GCF_003019965.1	0.2447
GCF_000959145.1	0.2402
GCF_016899445.1	0.2465
GCF_023374575.1	0.2457
GCF_032806925.1	0.2388
GCF_037101255.1	0.2384
GCF_965118185.1	0.2765
GCF_026958255.1	0.2443
GCF_001718695.1	0.2480
GCF_051560085.1	0.2399
GCF_054166125.1	0.2521
GCF_000960995.1	0.2428
GCF_000770395.1	0.2446
GCF_904865725.1	0.2440
GCF_054073395.1	0.2443
GCF_057369595.1	0.2445
GCF_984668005.1	0.2448
GCF_000959505.1	0.2443
GCF_902141815.1	0.2459
GCF_964265015.1	0.2438
GCF_001277875.1	0.2406
GCF_052858145.1	0.2388
GCF_017378315.2	0.2444
GCF_017378155.1	0.2407
GCF_052222725.1	0.2409
GCF_050920555.1	0.2419
GCF_024664215.1	0.2437
GCF_023374495.1	0.2456
GCF_980300965.1	0.2439
GCF_023374675.1	0.2445
GCF_050632335.1	0.2479
GCF_026683835.2	0.2441
GCF_002111245.1	0.2408
GCF_022809715.1	0.2471
GCF_038782865.1	0.2442
GCF_001718515.1	0.2446
GCF_000385525.1	0.2421
GCF_000770535.1	0.2411
GCF_026683875.2	0.2451
GCF_024730645.1	0.2442
GCF_025643555.1	0.2460
GCF_001718335.1	0.2444
GCF_024663775.1	0.2427
GCF_055397955.1	0.2414
GCF_000494855.1	0.2435
GCF_001277975.1	0.2404
GCF_050632345.1	0.2472
GCF_033675275.1	0.2419
GCF_038983115.1	0.2399
GCF_056640905.1	0.2933
GCF_023374715.1	0.2442
GCF_008693485.1	0.2448
GCF_052858685.1	0.2397
GCF_020843985.1	0.2439
GCF_000583835.1	0.2421
GCF_001975085.1	0.2417
GCF_049913365.1	0.2466
GCF_000012365.1	0.2395
GCF_050320195.1	0.2401
GCF_002111085.1	0.2410
GCF_000756165.1	0.2398
GCF_036352035.1	0.2458
GCF_005937855.2	0.2436
GCF_014171495.1	0.2560
GCF_000959425.1	0.2402
GCF_002111145.1	0.2398
GCF_003547055.1	0.2408
GCF_020885575.1	0.2381
GCF_011493005.1	0.3796
GCF_023374795.1	0.2455
GCF_024663375.1	0.2427
GCF_000756065.1	0.2405
GCF_035621555.1	0.2407
GCF_001718555.1	0.2441
GCF_002111045.1	0.2429
GCF_002346145.1	0.2511
GCF_001718815.1	0.2436
GCF_002393425.1	0.2414
GCF_024664235.1	0.2425
GCF_055386035.1	0.2409
GCF_026651995.1	0.2427
GCF_045348565.1	0.2393
GCF_000755825.1	0.2403
GCF_051615025.1	0.3818
GCF_024663895.1	0.2427
GCF_000009485.1	0.2443
GCF_023374855.1	0.2451
GCF_051560105.1	0.2399
GCF_024662475.1	0.2440
GCF_050632355.1	0.2458
GCF_000300095.1	0.2397
GCF_000959125.1	0.2404
GCF_000755765.1	0.2402
GCF_001606115.1	0.2442
GCF_965199925.1	0.2402
GCA_055387565.1	0.2400
GCF_023373685.1	0.2446
GCF_984667895.1	0.2445
GCF_001975105.1	0.2403
GCF_000959245.1	0.2450
GCF_000018505.1	0.2453
GCF_980300945.1	0.2408
GCF_024661975.1	0.2445
GCF_049487195.1	0.2441
GCF_000755925.1	0.2395
GCF_054166245.1	0.2496
GCF_000959165.1	0.2498
GCF_965199445.1	0.2401
GCF_022879615.1	0.2684
GCF_000755785.1	0.2482
GCF_000764955.1	0.2436
GCF_018228565.1	0.2409
GCF_000762285.1	0.2484
GCF_024760605.1	0.2441
GCF_001695715.1	0.2413
GCF_002346205.1	0.2474
GCF_902141835.1	0.2408
GCF_000959625.1	0.2445
GCF_021484945.1	0.2438
GCF_020843905.1	0.2498
GCF_984667725.1	0.2445
GCF_033956065.1	0.2484
GCF_002111165.1	0.2400
GCF_023374735.1	0.2451
GCF_030316055.1	0.6630
GCF_024662455.1	0.2439
GCF_009857095.1	0.2452
GCF_050858985.1	0.2396
GCF_001718875.1	0.3229
GCF_030374675.1	0.2449
GCF_054073385.1	0.2443
GCF_037478065.1	0.5403
GCF_023374475.1	0.2455
GCF_016127755.1	0.2443
