Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
genomes/GCF_905400305.1.fna	genomes/MF7.fna	99.53	91.97	85.90	NZ_FR989699.1 Burkholderia sola strain R-12632 substr. R-75587 chromosome 1	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_905400355.1.fna	genomes/MF7.fna	99.53	91.97	85.90	NZ_FR989739.1 Burkholderia sola strain R-12632 substr. R-75597 chromosome 1	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_018417615.1.fna	genomes/MF7.fna	99.48	94.95	83.89	NZ_CP071052.1 Burkholderia sp. LAS2 chromosome 1	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_905400295.1.fna	genomes/MF7.fna	99.45	91.97	85.90	NZ_FR989719.1 Burkholderia sola strain R-12632 substr. R-75390 chromosome 1	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_053038975.1.fna	genomes/MF7.fna	96.09	84.06	73.62	NZ_CP199959.1 Burkholderia sola strain BC00107 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_053209605.1.fna	genomes/MF7.fna	96.09	84.12	73.66	NZ_CP199985.1 Burkholderia sola strain BC00106 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_003966315.1.fna	genomes/MF7.fna	95.32	76.22	70.50	NZ_CP034545.1 Burkholderia cenocepacia strain YG-3 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_001718515.1.fna	genomes/MF7.fna	94.76	80.76	58.84	NZ_CP013397.1 Burkholderia cenocepacia strain FL-5-3-30-S1-D7 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_003076415.1.fna	genomes/MF7.fna	94.65	77.30	62.87	NZ_CP021067.1 Burkholderia cenocepacia strain PC184 Mulks chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_012273415.1.fna	genomes/MF7.fna	94.63	77.70	64.81	NZ_CP050980.1 Burkholderia cenocepacia strain FDAARGOS_720 chromosome 1	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_001547525.1.fna	genomes/MF7.fna	94.53	80.59	67.46	NZ_CM003768.1 Burkholderia anthina strain AZ-4-2-10-S1-D7 chromosome 1, whole genome shotgun sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_001999825.1.fna	genomes/MF7.fna	94.53	78.42	66.74	NZ_CP019670.1 Burkholderia cenocepacia strain VC12802 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_014211915.1.fna	genomes/MF7.fna	94.53	76.54	67.02	NZ_CP060039.1 Burkholderia cenocepacia strain PS27 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_001999785.1.fna	genomes/MF7.fna	94.51	78.56	67.80	NZ_CP019668.1 Burkholderia cenocepacia strain VC7848 chromosome, complete genome	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_002007585.1.fna	genomes/MF7.fna	94.51	75.58	66.67	NZ_CP017238.1 Burkholderia cenocepacia strain CR318 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_904865725.1.fna	genomes/MF7.fna	94.51	70.78	64.72	NZ_LR890523.1 Burkholderia cepacia isolate MINF_4A-sc-2280433 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_023374335.1.fna	genomes/MF7.fna	94.39	73.12	64.39	NZ_CP090676.1 Burkholderia cenocepacia strain 2019Y71443953II chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_001999805.1.fna	genomes/MF7.fna	94.39	68.59	62.49	NZ_CP019666.1 Burkholderia cenocepacia strain VC2307 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_000755805.1.fna	genomes/MF7.fna	94.39	69.29	64.97	NZ_CP007787.1 Burkholderia cepacia strain DDS 7H-2 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_018223765.1.fna	genomes/MF7.fna	94.39	69.48	64.41	NZ_CP073673.1 Burkholderia cenocepacia strain toggle2 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_023374835.1.fna	genomes/MF7.fna	94.39	73.13	64.40	NZ_CP090760.1 Burkholderia cenocepacia strain 2009Ycf95III chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_018223805.1.fna	genomes/MF7.fna	94.39	70.99	64.61	NZ_CP073674.1 Burkholderia cenocepacia strain toggle4 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_023374855.1.fna	genomes/MF7.fna	94.39	73.11	64.39	NZ_CP090763.1 Burkholderia cenocepacia strain 2008Ycf657 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_018228625.1.fna	genomes/MF7.fna	94.39	68.75	64.43	NZ_CP073702.1 Burkholderia cenocepacia strain toggle3 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_037101275.1.fna	genomes/MF7.fna	94.39	77.05	67.51	NZ_AP029051.1 Burkholderia contaminans strain GalA64 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_023896215.1.fna	genomes/MF7.fna	94.39	73.07	64.38	NZ_JAKFAK010000002.1 Burkholderia cenocepacia strain 2009Ycf238I chromosome 1, whole genome shotgun sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_023896315.1.fna	genomes/MF7.fna	94.39	72.98	64.36	NZ_JAKFAD010000002.1 Burkholderia cenocepacia strain 2011Ycf942II chromosome 1, whole genome shotgun sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_001718895.1.fna	genomes/MF7.fna	94.38	72.24	64.69	NZ_CP013450.1 Burkholderia cenocepacia strain MSMB384WGS chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_001484665.1.fna	genomes/MF7.fna	94.38	68.17	63.47	NZ_CP011917.1 Burkholderia cenocepacia strain ST32 isolate 1232 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_001606115.1.fna	genomes/MF7.fna	94.38	69.74	65.41	NZ_CP015033.1 Burkholderia cenocepacia strain 842 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_001606135.1.fna	genomes/MF7.fna	94.38	64.32	64.64	NZ_CP015036.1 Burkholderia cenocepacia strain 895 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_001999925.1.fna	genomes/MF7.fna	94.38	68.21	64.19	NZ_CP019678.1 Burkholderia cenocepacia strain VC1254 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_002083015.1.fna	genomes/MF7.fna	94.38	68.57	63.48	NZ_CP020599.1 Burkholderia cenocepacia strain GIMC4560:Bcn122 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_028462345.2.fna	genomes/MF7.fna	94.38	70.69	64.15	NZ_CM145218.1 Burkholderia cenocepacia strain GIMC4599:Bcn23P15 chromosome 1, whole genome shotgun sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_023704255.1.fna	genomes/MF7.fna	94.38	70.01	62.73	NZ_CP098497.1 Burkholderia cenocepacia strain C6433 chromosome 1	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_039728355.1.fna	genomes/MF7.fna	94.38	67.61	64.35	NZ_CP155787.1 Burkholderia cenocepacia strain TY921 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_040735455.1.fna	genomes/MF7.fna	94.28	79.32	69.22	NZ_CP136803.1 Burkholderia semiarida strain HNBS001 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_014357995.1.fna	genomes/MF7.fna	94.26	70.43	62.76	NZ_CP053300.1 Burkholderia cenocepacia strain K56-2 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_001522585.2.fna	genomes/MF7.fna	94.25	76.84	62.61	NZ_CP013373.1 Burkholderia sp. NRF60-BP8 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_001999885.1.fna	genomes/MF7.fna	94.25	72.63	63.82	NZ_CP019674.1 Burkholderia cenocepacia strain VC12308 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_024730645.1.fna	genomes/MF7.fna	94.25	73.94	64.19	NZ_CP078070.1 Burkholderia sp. EMB26 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_025643575.1.fna	genomes/MF7.fna	94.25	68.68	63.01	NZ_CP102475.1 Burkholderia cenocepacia strain NML110041 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_045345775.1.fna	genomes/MF7.fna	94.15	78.50	68.76	NZ_CP174276.1 Burkholderia semiarida strain SYBS718 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_030374675.1.fna	genomes/MF7.fna	94.15	76.78	69.30	NZ_CP126320.1 Burkholderia anthina strain SO82 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCA_903231545.1.fna	genomes/MF7.fna	94.12	40.31	70.78	LR798193.1 Burkholderia cenocepacia strain IST439 genome assembly, chromosome: 1	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_013349105.1.fna	genomes/MF7.fna	94.12	68.15	63.14	NZ_CP054817.1 Burkholderia cenocepacia strain FDAARGOS_734 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_041205585.2.fna	genomes/MF7.fna	94.12	71.74	60.94	NZ_CM145221.1 Burkholderia cenocepacia strain GIMC4612:Bcn34P14 chromosome 1, whole genome shotgun sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCA_059696275.1.fna	genomes/MF7.fna	93.96	65.19	24.22	AP040121.1 Burkholderia sp. SJ1 DNA, chromosome 2, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984667725.1.fna	genomes/MF7.fna	92.34	59.78	58.82	NZ_OZ480174.1 Burkholderia arboris strain R-13059 isolate R-13059 chromosome R13059_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984668355.1.fna	genomes/MF7.fna	92.34	59.33	56.40	NZ_OZ480198.1 Burkholderia sp. LMG 33096 strain R-20536 isolate R-20536 chromosome R20536_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984668395.1.fna	genomes/MF7.fna	92.34	59.75	58.82	NZ_OZ480205.1 Burkholderia arboris strain R-1925 isolate R-1925 chromosome R1925_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984669565.1.fna	genomes/MF7.fna	92.34	59.04	57.70	NZ_OZ480231.1 Burkholderia arboris strain R-10957 isolate R-10957 chromosome R10957_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984669705.1.fna	genomes/MF7.fna	92.34	65.23	61.25	NZ_OZ480242.1 Burkholderia sp. LMG 34232 chromosome LMG34232_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_000701165.1.fna	genomes/MF7.fna	92.25	59.18	57.77	NZ_CP013730.1 Burkholderia cepacia JBK9 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984667675.1.fna	genomes/MF7.fna	92.25	60.99	56.37	NZ_OZ480166.1 Burkholderia arboris strain R-11808 isolate R-11808 chromosome R11808_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984667835.1.fna	genomes/MF7.fna	92.25	57.89	57.59	NZ_OZ480193.1 Burkholderia arboris strain LMG 14939 isolate LMG 14939 chromosome LMG14939_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984667945.1.fna	genomes/MF7.fna	92.25	59.03	57.60	NZ_OZ480177.1 Burkholderia arboris strain LMG 24269 isolate LMG 24269 chromosome LMG24269_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984667955.1.fna	genomes/MF7.fna	92.25	65.48	53.22	NZ_OZ480214.1 Burkholderia arboris strain R-132 isolate R-132 chromosome R132_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984667975.1.fna	genomes/MF7.fna	92.25	59.19	56.70	NZ_OZ480186.1 Burkholderia sp. LMG 33096 chromosome R71783_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984668525.1.fna	genomes/MF7.fna	92.25	65.57	60.10	NZ_OZ480211.1 Burkholderia sp. LMG 34232 strain R-24929 isolate R-24929 chromosome R24929_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984668265.1.fna	genomes/MF7.fna	92.25	61.05	57.78	NZ_OZ480208.1 Burkholderia arboris strain R-18163 isolate R-18163 chromosome R18163_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984668005.1.fna	genomes/MF7.fna	92.25	58.96	57.60	NZ_OZ480190.1 Burkholderia arboris strain R-16036 isolate R-16036 chromosome R16036_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984669265.1.fna	genomes/MF7.fna	92.25	66.74	59.35	NZ_OZ480217.1 Burkholderia sp. LMG 34232 strain R-50709 isolate R-50709 chromosome R50709_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984668195.1.fna	genomes/MF7.fna	92.25	58.39	56.50	NZ_OZ480201.1 Burkholderia sp. LMG 33096 strain R-14554 isolate R-14554 chromosome R14554_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984669585.1.fna	genomes/MF7.fna	92.25	61.81	56.93	NZ_OZ480235.1 Burkholderia arboris strain LMG 6988 isolate LMG 6988 chromosome LMG6988_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984669415.1.fna	genomes/MF7.fna	92.25	59.03	57.60	NZ_OZ480226.1 Burkholderia arboris strain R-72680 isolate R-72680 chromosome R72680_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_057369595.1.fna	genomes/MF7.fna	92.25	60.15	57.79	NZ_CM170668.1 Burkholderia cepacia complex sp. TUM26381 chromosome TUM26381_c1, whole genome shotgun sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_057439935.1.fna	genomes/MF7.fna	92.25	60.15	57.79	NZ_CM172006.1 Burkholderia cepacia complex sp. TUM26381 chromosome 1, whole genome shotgun sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_024381035.2.fna	genomes/MF7.fna	92.25	58.50	57.72	NZ_CP101524.1 Burkholderia arboris strain MEC_B345 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984667895.1.fna	genomes/MF7.fna	92.21	57.81	57.42	NZ_OZ480182.1 Burkholderia arboris strain R-22599 isolate R-22599 chromosome R22599_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984667665.1.fna	genomes/MF7.fna	92.21	59.76	57.83	NZ_OZ480169.1 Burkholderia arboris strain LMG 24066 isolate LMG 24066 chromosome LMG24066_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984669685.1.fna	genomes/MF7.fna	92.21	57.81	57.42	NZ_OZ480238.1 Burkholderia arboris strain LMG 24270 isolate LMG 24270 chromosome LMG24270_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984671675.1.fna	genomes/MF7.fna	92.21	64.54	52.50	NZ_OZ480245.1 Burkholderia sp. LMG 33096 strain R-18413 isolate R-18413 chromosome R18413_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_038723655.1.fna	genomes/MF7.fna	92.21	59.13	57.69	NZ_CP109821.1 Burkholderia arboris strain PN-1 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984669335.1.fna	genomes/MF7.fna	92.13	58.83	57.64	NZ_OZ480223.1 Burkholderia arboris strain R-8833 isolate R-8833 chromosome R8833_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_000705535.2.fna	genomes/MF7.fna	92.05	64.89	59.91	NZ_CP072520.1 Burkholderia seminalis strain 869T2 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_001718535.1.fna	genomes/MF7.fna	92.05	68.14	59.98	NZ_CP013398.1 Burkholderia seminalis strain FL-5-4-10-S1-D7 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_040761425.1.fna	genomes/MF7.fna	92.05	61.27	59.80	NZ_CP142886.1 Burkholderia sp. Ed8 chromosome 1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
genomes/GCF_984669325.1.fna	genomes/MF7.fna	91.97	64.94	52.70	NZ_OZ480220.1 Burkholderia sp. LMG 33096 strain R-72673 isolate R-72673 chromosome R72673_1, complete sequence	BMF7_NODE_26_len_1074_cov_2_45145_ID_4813260.1
