family	n_genomes	n_members	is_core	is_single_copy_core	genomes	members
GCF_016899425.1|KEDGBJ_00014	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00014;GCF_053038975.1|AHCKDM_03255;GCF_053209605.1|GFFINM_03261;GCF_905400185.1|DKPOPA_03292;MF6|CFFIHE_03330
GCF_016899425.1|KEDGBJ_00016	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00016;GCF_053038975.1|AHCKDM_03256;GCF_053209605.1|GFFINM_03262;GCF_905400185.1|DKPOPA_03294;MF6|CFFIHE_03332
GCF_016899425.1|KEDGBJ_00017	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00017;GCF_053038975.1|AHCKDM_03258;GCF_053209605.1|GFFINM_03264;GCF_905400185.1|DKPOPA_03295;MF6|CFFIHE_03333
GCF_016899425.1|KEDGBJ_00018	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00018;GCF_053038975.1|AHCKDM_03259;GCF_053209605.1|GFFINM_03265;GCF_905400185.1|DKPOPA_03296;MF6|CFFIHE_03334
GCF_016899425.1|KEDGBJ_00019	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00019;GCF_053038975.1|AHCKDM_03260;GCF_053209605.1|GFFINM_03266;GCF_905400185.1|DKPOPA_03297;MF6|CFFIHE_03335
GCF_016899425.1|KEDGBJ_00020	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00020;GCF_053038975.1|AHCKDM_03261;GCF_053209605.1|GFFINM_03267;GCF_905400185.1|DKPOPA_03298;MF6|CFFIHE_03336
GCF_016899425.1|KEDGBJ_00021	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00021;GCF_053038975.1|AHCKDM_03262;GCF_053209605.1|GFFINM_03268;GCF_905400185.1|DKPOPA_03299;MF6|CFFIHE_03337
GCF_016899425.1|KEDGBJ_00022	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00022;GCF_053038975.1|AHCKDM_03263;GCF_053209605.1|GFFINM_03269;GCF_905400185.1|DKPOPA_03300;MF6|CFFIHE_03338
GCF_016899425.1|KEDGBJ_00023	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00023;GCF_053038975.1|AHCKDM_03264;GCF_053209605.1|GFFINM_03270;GCF_905400185.1|DKPOPA_03301;MF6|CFFIHE_03339
GCF_016899425.1|KEDGBJ_00024	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00024;GCF_053038975.1|AHCKDM_03265;GCF_053209605.1|GFFINM_03271;GCF_905400185.1|DKPOPA_03302;MF6|CFFIHE_03340
GCF_016899425.1|KEDGBJ_00025	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00025;GCF_053038975.1|AHCKDM_03266;GCF_053209605.1|GFFINM_03272;GCF_905400185.1|DKPOPA_03303;MF6|CFFIHE_03341
GCF_016899425.1|KEDGBJ_00027	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00027;GCF_053038975.1|AHCKDM_03268;GCF_053209605.1|GFFINM_03274;GCF_905400185.1|DKPOPA_03305;MF6|CFFIHE_03343
GCF_016899425.1|KEDGBJ_00028	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00028;GCF_053038975.1|AHCKDM_03269;GCF_053209605.1|GFFINM_03275;GCF_905400185.1|DKPOPA_03306;MF6|CFFIHE_03344
GCF_016899425.1|KEDGBJ_00029	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00029;GCF_053038975.1|AHCKDM_03270;GCF_053209605.1|GFFINM_03276;GCF_905400185.1|DKPOPA_03307;MF6|CFFIHE_03345
GCF_016899425.1|KEDGBJ_00030	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00030;GCF_053038975.1|AHCKDM_03271;GCF_053209605.1|GFFINM_03277;GCF_905400185.1|DKPOPA_03308;MF6|CFFIHE_03346
GCF_016899425.1|KEDGBJ_00031	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00031;GCF_053038975.1|AHCKDM_03272;GCF_053209605.1|GFFINM_03278;GCF_905400185.1|DKPOPA_03309;MF6|CFFIHE_03347
GCF_016899425.1|KEDGBJ_00033	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00033;GCF_053038975.1|AHCKDM_03274;GCF_053209605.1|GFFINM_03280;GCF_905400185.1|DKPOPA_03311;MF6|CFFIHE_03349
GCF_016899425.1|KEDGBJ_00034	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00034;GCF_053038975.1|AHCKDM_03275;GCF_053209605.1|GFFINM_03281;GCF_905400185.1|DKPOPA_03312;MF6|CFFIHE_03350
GCF_016899425.1|KEDGBJ_00035	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00035;GCF_905400185.1|DKPOPA_03313;MF6|CFFIHE_03351
GCF_016899425.1|KEDGBJ_00036	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00036;GCF_053038975.1|AHCKDM_03278;GCF_053209605.1|GFFINM_03284;GCF_905400185.1|DKPOPA_03314;MF6|CFFIHE_03352
GCF_016899425.1|KEDGBJ_00037	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00037;GCF_053038975.1|AHCKDM_03279;GCF_053209605.1|GFFINM_03285;GCF_905400185.1|DKPOPA_03315;MF6|CFFIHE_03353
GCF_016899425.1|KEDGBJ_00038	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00038;GCF_053038975.1|AHCKDM_03280;GCF_053209605.1|GFFINM_03286;GCF_905400185.1|DKPOPA_03316;MF6|CFFIHE_03354
GCF_016899425.1|KEDGBJ_00039	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00039;GCF_053038975.1|AHCKDM_03281;GCF_053209605.1|GFFINM_03287;GCF_905400185.1|DKPOPA_03317;MF6|CFFIHE_03355
GCF_016899425.1|KEDGBJ_00040	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00040;GCF_053038975.1|AHCKDM_03282;GCF_053209605.1|GFFINM_03288;GCF_905400185.1|DKPOPA_03318;MF6|CFFIHE_03356
GCF_016899425.1|KEDGBJ_00041	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00041;GCF_053038975.1|AHCKDM_03283;GCF_053209605.1|GFFINM_03289;GCF_905400185.1|DKPOPA_03319;MF6|CFFIHE_03357
GCF_016899425.1|KEDGBJ_00042	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00042;GCF_053038975.1|AHCKDM_00001;GCF_053209605.1|GFFINM_00001;GCF_905400185.1|DKPOPA_00001;MF6|CFFIHE_00001
GCF_016899425.1|KEDGBJ_00043	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00043;GCF_053038975.1|AHCKDM_00002;GCF_053209605.1|GFFINM_00002;GCF_905400185.1|DKPOPA_00002;MF6|CFFIHE_00002
GCF_016899425.1|KEDGBJ_00044	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00044;GCF_053038975.1|AHCKDM_00003;GCF_053209605.1|GFFINM_00003;GCF_905400185.1|DKPOPA_00003;MF6|CFFIHE_00003
GCF_016899425.1|KEDGBJ_00045	1	1	0	0	GCF_016899425.1	GCF_016899425.1|KEDGBJ_00045
GCF_016899425.1|KEDGBJ_00046	1	1	0	0	GCF_016899425.1	GCF_016899425.1|KEDGBJ_00046
GCF_016899425.1|KEDGBJ_00047	1	1	0	0	GCF_016899425.1	GCF_016899425.1|KEDGBJ_00047
GCF_016899425.1|KEDGBJ_00048	1	1	0	0	GCF_016899425.1	GCF_016899425.1|KEDGBJ_00048
GCF_016899425.1|KEDGBJ_00049	1	1	0	0	GCF_016899425.1	GCF_016899425.1|KEDGBJ_00049
GCF_016899425.1|KEDGBJ_00050	1	1	0	0	GCF_016899425.1	GCF_016899425.1|KEDGBJ_00050
GCF_016899425.1|KEDGBJ_00051	1	1	0	0	GCF_016899425.1	GCF_016899425.1|KEDGBJ_00051
GCF_016899425.1|KEDGBJ_00052	1	1	0	0	GCF_016899425.1	GCF_016899425.1|KEDGBJ_00052
GCF_016899425.1|KEDGBJ_00053	1	1	0	0	GCF_016899425.1	GCF_016899425.1|KEDGBJ_00053
GCF_016899425.1|KEDGBJ_00054	1	1	0	0	GCF_016899425.1	GCF_016899425.1|KEDGBJ_00054
GCF_016899425.1|KEDGBJ_00055	1	1	0	0	GCF_016899425.1	GCF_016899425.1|KEDGBJ_00055
GCF_016899425.1|KEDGBJ_00056	1	1	0	0	GCF_016899425.1	GCF_016899425.1|KEDGBJ_00056
GCF_016899425.1|KEDGBJ_00057	1	1	0	0	GCF_016899425.1	GCF_016899425.1|KEDGBJ_00057
GCF_016899425.1|KEDGBJ_00058	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00058;GCF_905400185.1|DKPOPA_00012;MF6|CFFIHE_00011
GCF_016899425.1|KEDGBJ_00062	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00062;GCF_053038975.1|AHCKDM_00032;GCF_053209605.1|GFFINM_00032;GCF_905400185.1|DKPOPA_00016;MF6|CFFIHE_00015
GCF_016899425.1|KEDGBJ_00063	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00063;GCF_053038975.1|AHCKDM_00033;GCF_053209605.1|GFFINM_00033;GCF_905400185.1|DKPOPA_00017;MF6|CFFIHE_00016
GCF_016899425.1|KEDGBJ_00064	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00064;GCF_053038975.1|AHCKDM_00034;GCF_053209605.1|GFFINM_00034;GCF_905400185.1|DKPOPA_00018;MF6|CFFIHE_00017
GCF_016899425.1|KEDGBJ_00065	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00065;GCF_053038975.1|AHCKDM_00035;GCF_053209605.1|GFFINM_00035;GCF_905400185.1|DKPOPA_00019;MF6|CFFIHE_00018
GCF_016899425.1|KEDGBJ_00066	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00066;GCF_905400185.1|DKPOPA_00020;MF6|CFFIHE_00019
GCF_016899425.1|KEDGBJ_00067	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00067;GCF_905400185.1|DKPOPA_00021;MF6|CFFIHE_00020
GCF_016899425.1|KEDGBJ_00068	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00068;GCF_905400185.1|DKPOPA_00022;MF6|CFFIHE_00021
GCF_016899425.1|KEDGBJ_00070	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00070;GCF_053038975.1|AHCKDM_00039;GCF_053209605.1|GFFINM_00039;GCF_905400185.1|DKPOPA_00024;MF6|CFFIHE_00023
GCF_016899425.1|KEDGBJ_00071	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00071;GCF_053038975.1|AHCKDM_00040;GCF_053209605.1|GFFINM_00040;GCF_905400185.1|DKPOPA_00025;MF6|CFFIHE_00024
GCF_016899425.1|KEDGBJ_00072	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00072;GCF_053038975.1|AHCKDM_00041;GCF_053209605.1|GFFINM_00041;GCF_905400185.1|DKPOPA_00026;MF6|CFFIHE_00025
GCF_016899425.1|KEDGBJ_00073	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00073;GCF_053038975.1|AHCKDM_00042;GCF_053209605.1|GFFINM_00042;GCF_905400185.1|DKPOPA_00027;MF6|CFFIHE_00026
GCF_016899425.1|KEDGBJ_00074	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00074;GCF_053038975.1|AHCKDM_00043;GCF_053209605.1|GFFINM_00043;GCF_905400185.1|DKPOPA_00028;MF6|CFFIHE_00027
GCF_016899425.1|KEDGBJ_00075	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00075;GCF_053038975.1|AHCKDM_00044;GCF_053209605.1|GFFINM_00044;GCF_905400185.1|DKPOPA_00029;MF6|CFFIHE_00028
GCF_016899425.1|KEDGBJ_00076	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00076;GCF_053038975.1|AHCKDM_00045;GCF_053209605.1|GFFINM_00045;GCF_905400185.1|DKPOPA_00030;MF6|CFFIHE_00029
GCF_016899425.1|KEDGBJ_00078	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00078;GCF_053038975.1|AHCKDM_00047;GCF_053209605.1|GFFINM_00047;GCF_905400185.1|DKPOPA_00032;MF6|CFFIHE_00031
GCF_016899425.1|KEDGBJ_00079	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00079;GCF_053038975.1|AHCKDM_00048;GCF_053209605.1|GFFINM_00048;GCF_905400185.1|DKPOPA_00033;MF6|CFFIHE_00032
GCF_016899425.1|KEDGBJ_00080	2	2	0	0	GCF_016899425.1;MF6	GCF_016899425.1|KEDGBJ_00080;MF6|CFFIHE_00033
GCF_016899425.1|KEDGBJ_00081	2	2	0	0	GCF_016899425.1;MF6	GCF_016899425.1|KEDGBJ_00081;MF6|CFFIHE_00034
GCF_016899425.1|KEDGBJ_00082	2	2	0	0	GCF_016899425.1;MF6	GCF_016899425.1|KEDGBJ_00082;MF6|CFFIHE_00035
GCF_016899425.1|KEDGBJ_00083	2	2	0	0	GCF_016899425.1;MF6	GCF_016899425.1|KEDGBJ_00083;MF6|CFFIHE_00036
GCF_016899425.1|KEDGBJ_00084	2	2	0	0	GCF_016899425.1;MF6	GCF_016899425.1|KEDGBJ_00084;MF6|CFFIHE_00037
GCF_016899425.1|KEDGBJ_00085	2	2	0	0	GCF_016899425.1;MF6	GCF_016899425.1|KEDGBJ_00085;MF6|CFFIHE_00038
GCF_016899425.1|KEDGBJ_00086	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00086;GCF_053038975.1|AHCKDM_00049;GCF_053209605.1|GFFINM_00049;GCF_905400185.1|DKPOPA_00034;MF6|CFFIHE_00039
GCF_016899425.1|KEDGBJ_00087	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00087;GCF_053038975.1|AHCKDM_00050;GCF_053209605.1|GFFINM_00050;GCF_905400185.1|DKPOPA_00035;MF6|CFFIHE_00040
GCF_016899425.1|KEDGBJ_00088	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00088;GCF_053038975.1|AHCKDM_00051;GCF_053209605.1|GFFINM_00051;GCF_905400185.1|DKPOPA_00036;MF6|CFFIHE_00041
GCF_016899425.1|KEDGBJ_00089	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00089;GCF_053038975.1|AHCKDM_00052;GCF_053209605.1|GFFINM_00052;GCF_905400185.1|DKPOPA_00037;MF6|CFFIHE_00042
GCF_016899425.1|KEDGBJ_00090	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00090;GCF_053038975.1|AHCKDM_00053;GCF_053209605.1|GFFINM_00053;GCF_905400185.1|DKPOPA_00038;MF6|CFFIHE_00043
GCF_016899425.1|KEDGBJ_00091	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00091;GCF_053038975.1|AHCKDM_00054;GCF_053209605.1|GFFINM_00054;GCF_905400185.1|DKPOPA_00039;MF6|CFFIHE_00044
GCF_016899425.1|KEDGBJ_00092	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00092;GCF_053038975.1|AHCKDM_00055;GCF_053209605.1|GFFINM_00055;GCF_905400185.1|DKPOPA_00040;MF6|CFFIHE_00045
GCF_016899425.1|KEDGBJ_00093	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00093;GCF_053038975.1|AHCKDM_00056;GCF_053209605.1|GFFINM_00056;GCF_905400185.1|DKPOPA_00041;MF6|CFFIHE_00046
GCF_016899425.1|KEDGBJ_00094	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00094;GCF_053038975.1|AHCKDM_00057;GCF_053209605.1|GFFINM_00057;GCF_905400185.1|DKPOPA_00042;MF6|CFFIHE_00047
GCF_016899425.1|KEDGBJ_00095	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00095;GCF_053038975.1|AHCKDM_00058;GCF_053209605.1|GFFINM_00058;GCF_905400185.1|DKPOPA_00043;MF6|CFFIHE_00048
GCF_016899425.1|KEDGBJ_00096	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00096;GCF_905400185.1|DKPOPA_00044;MF6|CFFIHE_00049
GCF_016899425.1|KEDGBJ_00097	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00097;GCF_905400185.1|DKPOPA_00045;MF6|CFFIHE_00050
GCF_016899425.1|KEDGBJ_00099	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00099;GCF_053038975.1|AHCKDM_00061;GCF_053209605.1|GFFINM_00061;GCF_905400185.1|DKPOPA_00047;MF6|CFFIHE_00052
GCF_016899425.1|KEDGBJ_00102	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00102;GCF_053038975.1|AHCKDM_00064;GCF_053209605.1|GFFINM_00064;GCF_905400185.1|DKPOPA_00050;MF6|CFFIHE_00055
GCF_016899425.1|KEDGBJ_00103	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00103;GCF_053038975.1|AHCKDM_00065;GCF_053209605.1|GFFINM_00065;GCF_905400185.1|DKPOPA_00051;MF6|CFFIHE_00056
GCF_016899425.1|KEDGBJ_00104	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00104;GCF_053038975.1|AHCKDM_00066;GCF_053209605.1|GFFINM_00066;GCF_905400185.1|DKPOPA_00052;MF6|CFFIHE_00057
GCF_016899425.1|KEDGBJ_00105	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00105;GCF_053038975.1|AHCKDM_00067;GCF_053209605.1|GFFINM_00067;GCF_905400185.1|DKPOPA_00053;MF6|CFFIHE_00058
GCF_016899425.1|KEDGBJ_00106	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00106;GCF_053038975.1|AHCKDM_00068;GCF_053209605.1|GFFINM_00068;GCF_905400185.1|DKPOPA_00054;MF6|CFFIHE_00059
GCF_016899425.1|KEDGBJ_00107	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00107;GCF_053038975.1|AHCKDM_00069;GCF_053209605.1|GFFINM_00069;GCF_905400185.1|DKPOPA_00055;MF6|CFFIHE_00060
GCF_016899425.1|KEDGBJ_00109	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00109;GCF_053038975.1|AHCKDM_00071;GCF_053209605.1|GFFINM_00071;GCF_905400185.1|DKPOPA_00057;MF6|CFFIHE_00062
GCF_016899425.1|KEDGBJ_00110	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00110;GCF_053038975.1|AHCKDM_00072;GCF_053209605.1|GFFINM_00072;GCF_905400185.1|DKPOPA_00058;MF6|CFFIHE_00063
GCF_016899425.1|KEDGBJ_00111	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00111;GCF_053038975.1|AHCKDM_00073;GCF_053209605.1|GFFINM_00073;GCF_905400185.1|DKPOPA_00059;MF6|CFFIHE_00064
GCF_016899425.1|KEDGBJ_00112	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_00112;GCF_053038975.1|AHCKDM_00074;GCF_053209605.1|GFFINM_00074;GCF_905400185.1|DKPOPA_00060;MF6|CFFIHE_00065
